"","username","date","retweets","favorites","text","geo","mentions","hashtags","id","permalink"
"1",NA,2017-09-27 18:23:00,0,2,"I a personal note, I think this sucks. You've been great for #ymm , particularly your (and the rest other the teams) coverage of #ymmfire",NA,NA,"#ymm #ymmfire",913167290631282688,"https://twitter.com/peterfortna/status/913167290631282688"
"2",NA,2017-09-26 21:54:00,1,1,"Interview reminds me of @MayorMelissa & #ymmfire recovery, but with 3/4 of Alberta's 4M population. #localleadersmatter #PuertoRico",NA,"@MayorMelissa","#ymmfire #localleadersmatter #PuertoRico",912857891211698176,"https://twitter.com/ahernemj/status/912857891211698177"
"3",NA,2017-09-23 19:41:00,0,1,"Thanks to all the #YMM ladies we reached out for this story! #ymmfire #yeg #uofa https:// twitter.com/globaledmonton /status/911710028985503746 …",NA,NA,"#YMM #ymmfire #yeg #uofa",911737350652256256,"https://twitter.com/JWongGlobalNews/status/911737350652256257"
"4",NA,2017-09-20 20:37:00,21,41,"Standing ovation for Superintendent @DougNicholls2 as Board acknowledged him for being #ymmfire hero! #ymm @RMWoodBuffalo #heisawesome pic.twitter.com/HwjkJcpC9r",NA,"@DougNicholls2 @RMWoodBuffalo","#ymmfire #ymm #heisawesome",910664345792659456,"https://twitter.com/FMPSD/status/910664345792659456"
"5",NA,2017-09-19 11:52:00,0,0,"Interesting! A positive outlook over the coming years as the #rmwb recovers from the #ymmfire . Let's hope this comes to fruition! https:// twitter.com/RMWoodBuffalo/ status/910168432569733127 …",NA,NA,"#rmwb #ymmfire",910169665271324672,"https://twitter.com/BradleyKarp/status/910169665271324673"
"6",NA,2017-09-14 21:44:00,3,7,"From Facebook --- Amazing-Photo of Highway 63 traffic heading north to Fort McMurray. Another house almost recovered after #YMMfire . #YMM pic.twitter.com/TQpcehi9l7",NA,NA,"#YMMfire #YMM",908506842422276096,"https://twitter.com/mjrichardson_to/status/908506842422276099"
"7",NA,2017-09-13 23:38:00,0,3,"I know I was hard on Council earlier tonight. But overall, you did amazing things for #ymm , especially during #ymmfire https:// twitter.com/CullenBird/sta tus/908162682594910208 …",NA,NA,"#ymm #ymmfire",908173136130064384,"https://twitter.com/peterfortna/status/908173136130064384"
"8",NA,2017-09-13 08:36:00,23,22,"Tras 458 días, el incendio forestal de Fort McMurray #ymmfire se declara oficialmente como extinguido https:// twitter.com/queenofpeat/st atus/907675286191427584 …",NA,NA,"#ymmfire",907946019660410880,"https://twitter.com/WildlandFirefig/status/907946019660410881"
"9",NA,2017-09-11 22:53:00,0,3,"A big thank-you to @MemorialU for replacing my Fellow of Graduate Studies Certificate & Pin. The originals were lost I #ymmfire . #ymm pic.twitter.com/2SOgAArgXE",NA,"@MemorialU","#ymmfire #ymm",907437069101699072,"https://twitter.com/peterfortna/status/907437069101699072"
"10",NA,2017-09-02 00:13:00,0,2,"Finally after 15 months the #ymm forest fire is out, almost 6000 sq km burning at once at its peak! Still lots of rebuilding to do #ymmfire https:// twitter.com/rachelnotley/s tatus/903733905722941440 …",NA,NA,"#ymm #ymmfire",903833321221668864,"https://twitter.com/TaraScheurwater/status/903833321221668864"
"11",NA,2017-09-01 14:55:00,0,0,"Fort McMurray fire has officially ended after 15 months. #Ymmfire #ymm https:// twitter.com/icialberta/sta tus/903690944121249792 …",NA,NA,"#Ymmfire #ymm",903692820501770240,"https://twitter.com/rami_kiwan/status/903692820501770240"
"12",NA,2017-09-01 14:49:00,4,1,"La Bête est morte... #fmm #Ymmfire https:// twitter.com/icialberta/sta tus/903690944121249792 …",NA,NA,"#fmm #Ymmfire",903691282559770624,"https://twitter.com/LaurentPirot_RC/status/903691282559770624"
"13",NA,2017-09-01 14:36:00,0,0,"Was the #Ymmfire a deliberate act of radical #Islamic #terrorist arson attack? #cdnpoli #abpoli #RCMP #Canada @ShelleySinghAuD https:// twitter.com/GlobalEdmonton /status/903607718627483652 …",NA,"@ShelleySinghAuD","#Ymmfire #Islamic #terrorist #cdnpoli #abpoli #RCMP #Canada",903687967075700736,"https://twitter.com/HamsedaCA/status/903687967075700736"
"14",NA,2017-09-01 14:34:00,0,0,"Was the #Ymmfire a deliberate act of radical Islamic terrorist arson attack?",NA,NA,"#Ymmfire",903687404942487552,"https://twitter.com/HamsedaCA/status/903687404942487552"
"15",NA,2017-09-01 10:00:00,0,0,"Fort McMurray wildfire officially out more than a year after forcing evacuation of 80K people #ymmfire @globalnews http:// globalnews.ca/news/3711480/i ts-official-fort-mcmurray-wildfire-finally-out/ …",NA,"@globalnews","#ymmfire",903618571464568832,"https://twitter.com/ShallimaMaharaj/status/903618571464568833"
"16",NA,2017-09-01 09:17:00,44,66,"More than a year later, the fire dubbed ""The Beast"" has been extinguished: http:// glbn.ca/UAShLD #ymm #ymmfire",NA,NA,"#ymm #ymmfire",903607718627483648,"https://twitter.com/GlobalEdmonton/status/903607718627483652"
"17",NA,2017-09-01 09:17:00,3,3,"More than a year later, the fire dubbed ""The Beast"" has been extinguished: http:// glbn.ca/whGInM #ymm #ymmfire",NA,NA,"#ymm #ymmfire",903607718627463168,"https://twitter.com/GlobalLeth/status/903607718627463170"
"18",NA,2017-09-01 09:17:00,15,30,"More than a year later, the fire dubbed ""The Beast"" has been extinguished: http:// glbn.ca/lhl75f #ymm #ymmfire",NA,NA,"#ymm #ymmfire",903607718568763392,"https://twitter.com/GlobalCalgary/status/903607718568763398"
"19",NA,2017-08-31 22:39:00,1,0,"Finally some closure on the #ymmfire #ymm https:// twitter.com/fortmactoday/s tatus/903396236547338241 …",NA,NA,"#ymmfire #ymm",903447188151255040,"https://twitter.com/KenBourdeau/status/903447188151255040"
"20",NA,2017-08-31 20:56:00,0,1,"The Beast is officially dead. http://www. mymcmurray.com/2017/08/31/the -beast-is-dead/ … #YMMFire #YMMstrong #YMM #AB #Canada",NA,NA,"#YMMFire #YMMstrong #YMM #AB #Canada",903421191595089920,"https://twitter.com/Blake_Loder/status/903421191595089920"
