"","username","date","retweets","favorites","text","geo","mentions","hashtags","id","permalink"
"1",NA,2018-10-30 10:59:00,4,3,"First Nations left out of Fort McMurray fire response, Indigenous-led report says. By @row1960 #ymmfire #ymm https://www. theglobeandmail.com/canada/article -first-nations-left-out-of-mcmurray-fire-response-indigenous-led/ …",NA,"@row1960","#ymmfire #ymm",1.057285945853e+18,"https://twitter.com/LaurenKrugel/status/1057285945853001728"
"2",NA,2018-10-30 09:37:00,3,4,"Excited that the Indigenous Wildfire Research project we had the opportunity to work on was featured by @Mix1037FMNews McMurray Matters yesterday. If you haven't had a chance, please give it a listen. http:// cfvr.streamon.fm/listen-pl-3199 ?smc=5 … #ymm #ymmfire #Métis #FirstNatons",NA,"@Mix1037FMNews","#ymm #ymmfire #Métis #FirstNatons",1057265327627587584,"https://twitter.com/willowspringsss/status/1057265327627587584"
"3",NA,2018-10-30 09:33:00,3,4,"Great work @jarynvecchio ! #ymm #ymmfire @Mix1037FMNews https:// twitter.com/Mix1037FMNews/ status/1056982259851452417 …",NA,"@jarynvecchio @Mix1037FMNews","#ymm #ymmfire",1057264210525138944,"https://twitter.com/peterfortna/status/1057264210525138945"
"4",NA,2018-10-30 09:18:00,1,1,"Glad this research project is being made public. Great work @allan_b_adam , @mcmurraymetis , Bill, and @willowspringsss Tim! #ymm #ymmfire https:// twitter.com/Mix1037FMNews/ status/1056982259851452417 …",NA,"@allan_b_adam @mcmurraymetis @willowspringsss","#ymm #ymmfire",1057260458539958272,"https://twitter.com/peterfortna/status/1057260458539958272"
"5",NA,2018-10-29 15:19:00,11,18,"New monument unveiled at @KeyanoCollege recognizes spirit, strength and resiliency of Wood Buffalo: http:// ow.ly/H36z30mq0HN #ymm #ymmfire #rmwb pic.twitter.com/izfpmtGcsI",NA,"@KeyanoCollege","#ymm #ymmfire #rmwb",1056989029261103104,"https://twitter.com/SyncrudeCanada/status/1056989029261103105"
"6",NA,2018-10-28 13:45:00,3,5,"@MeganMcKenny @FMCSD and Candace Denison of Foothills School Division on High River Flood and #YMMFire - Mental Health Recovery #CACEcon2018 @caceacace pic.twitter.com/Hxcg659aVJ",NA,"@MeganMcKenny @FMCSD @caceacace","#YMMFire #CACEcon2018",1056602889387474944,"https://twitter.com/KiranMK0822/status/1056602889387474945"
"7",NA,2018-10-28 13:14:00,0,0,"RT albertaNDP RT DanielleLarivee: Craig MacDonald, prez of AB Firefighters Assoc, talks about albertaNDP policies: min. wage, labour code, opioid crisis. But he talks about the #ymmfire . “After everyone left, RachelNotley showed up... It showed us w… pic.twitter.com/Q8rsv6bUI0 "";;;#ymmfire;""1056595010924277761","https://twitter.com/Kenlenkirk/status/1056595010924277761",NA,NA,NA,NA
"8",NA,2018-10-28 13:00:00,17,39,"Craig MacDonald, prez of AB Firefighters Assoc, talks about @albertaNDP policies: min. wage, labour code, opioid crisis. But he talks about the #ymmfire . “After everyone left, @RachelNotley showed up... It showed us what kind of leader she was.” #ableg #abpoli #FightingForYou pic.twitter.com/oGmKxkr12N",NA,"@albertaNDP @RachelNotley","#ymmfire #ableg #abpoli #FightingForYou",1056591554746314752,"https://twitter.com/DanielleLarivee/status/1056591554746314752"
"9",NA,2018-10-26 22:56:00,0,0,"https://www. facebook.com/sheila.pearcec hampion/videos/10156339710033124/ … @LailaGoodridge @TanyYao @jkenney @RachelNotley @DonaldKScott Please help #ymm #abpoli #ymmfire",NA,"@LailaGoodridge @TanyYao @jkenney @RachelNotley @DonaldKScott","#ymm #abpoli #ymmfire",1056016883797843968,"https://twitter.com/IrisKirschner/status/1056016883797843968"
"10",NA,2018-10-22 15:46:00,0,0,"Congrats to @KeleighCMC , @PierreCMC , and @Global_Jump on winning a Global Silver Award at the 2018 Constantinus Awards! Read more about their amazing work on the Back to Business Coaching Program following the #ymmfire wildfires. https://www. cmc-canada.ca/consult/articl es/all-topics/cmc-project-of-the-year-profiles/back-to-business-coaching-wood-buffalo-alberta … #leadership #consulting pic.twitter.com/02Rm0Tjvju",NA,"@KeleighCMC @PierreCMC @Global_Jump","#ymmfire #leadership #consulting",1054459023171432448,"https://twitter.com/CMCCanada1/status/1054459023171432448"
"11",NA,2018-10-19 21:04:00,6,8,"Very proud that our #ymmfire research w/ Indigenous communities is being released on October 30, 2018. I hope #ymm , #ableg & #Cdnpoli take the recommendations seriously & use this as an opportunity to build #emergencypreparednessplans through reconciliation. #TRC pic.twitter.com/uqfQWNlwHW",NA,NA,"#ymmfire #ymm #ableg #Cdnpoli #emergencypreparednessplans #TRC",1053451869077393408,"https://twitter.com/peterfortna/status/1053451869077393409"
"12",NA,2018-10-19 00:35:00,15,36,"Notley's government didn't campaign on extinguishing the #ymmfire ! They just went ahead and did it. What ELSE will they do?!? #ableg pic.twitter.com/wuv24oalDo",NA,NA,"#ymmfire #ableg",1053142649757065216,"https://twitter.com/VicForAlberta/status/1053142649757065218"
"13",NA,2018-10-18 14:34:00,1,3,"Glad this project regarding the impacts of the #ymmfire on Indigenous people is finally complete and ready to launch. Hope that you're able to join us in #ymm . If not, stay connected for information on how to connect to the Live Feed. #FN #Métis @AthabascaTC @McMurrayMetis pic.twitter.com/qVo8oiOZs2",NA,"@AthabascaTC @McMurrayMetis","#ymmfire #ymm #FN #Métis",1052991440475672576,"https://twitter.com/willowspringsss/status/1052991440475672576"
"14",NA,2018-10-18 09:25:00,2,9,"2/5 To assess drying threat, burn severity measured in Fort McMurray #YMMFire drained peatland. Over 50% pre-fire carbon stock lost through combustion! http:// iopscience.iop.org/article/10.108 8/1748-9326/aaa136/meta … #SWSTwitterSymp2018",NA,NA,"#YMMFire #SWSTwitterSymp2018",1052913472483278848,"https://twitter.com/SuperMossSophie/status/1052913472483278848"
"15",NA,2018-10-04 11:25:00,0,1,"Congrats @RMWoodBuffalo ! #FRIAA is so pleased to work with you on this. Feature article in our September newsletter on #ymmfire #FireSmart https:// friaa.ab.ca/wp-content/upl oads/2018/09/Branching-Out-September-2018.pdf … @FireSmartCanada https:// twitter.com/RMWoodBuffalo/ status/1047866369725931520 …",NA,"@RMWoodBuffalo @FireSmartCanada","#FRIAA #ymmfire #FireSmart",1047870324165861376,"https://twitter.com/Smilenorton13/status/1047870324165861377"
"16",NA,2018-10-03 11:45:00,0,2,"Please Vote! >> ONLY 24 HOURS Competition >> https://www. avivacommunityfund.org/voting/project /view/18-614 … Charmaine @Hammondgroupbiz worked on a film about #MentalHealth and the #FortMcMurray Fire recovery & rebuild. #yyc #fortmcmurray #ymmfire #ymm",NA,"@Hammondgroupbiz","#MentalHealth #FortMcMurray #yyc #fortmcmurray #ymmfire #ymm",1047513045650440192,"https://twitter.com/CatherineNetWeb/status/1047513045650440193"
