"","username","date","retweets","favorites","text","geo","mentions","hashtags","id","permalink"
"1",NA,2017-02-27 14:32:00,0,1,"This seems good. No reason people from #YMMfire who lost everything should be kicked while they're down by tariffs. http:// lethbridgeherald.com/business/2017/ 02/27/fort-mcmurray-alta-homeowners-to-be-compensated-for-hiked-drywall-duties/ …",NA,NA,"#YMMfire",836297978826502144,"https://twitter.com/InsightAlberta/status/836297978826502144"
"2",NA,2017-02-27 13:38:00,0,0,"Victims of the Fort McMurray fure will be paid back for duties on drywall they needed for home repairs. #ymmfire http://www. cbc.ca/news/business/ ottawa-drywall-morneau-1.4000708?cmp=rss …",NA,NA,"#ymmfire",836284500644507648,"https://twitter.com/BobDhillon_MEQ/status/836284500644507648"
"3",NA,2017-02-27 11:32:00,0,0,"? they weren't Wildfires? they were #geoengineering 'd! of course most #cdnpoli would rather not know? #ymmfire pic.twitter.com/MTJ414czPe",NA,NA,"#geoengineering #cdnpoli #ymmfire",836252679315705856,"https://twitter.com/RegimeChangeBC/status/836252679315705857"
"4",NA,2017-02-27 11:31:00,1,2,"Minister of Finance @Bill_Morneau in #ymm to make an important announcement on support for residents rebuilding after the #YMMFire pic.twitter.com/6cCNmOBfK8",NA,"@Bill_Morneau","#ymm #YMMFire",836252336041279488,"https://twitter.com/MikeAllen_YMM/status/836252336041279488"
"5",NA,2017-02-27 11:20:00,4,0,"Curious to see what the Fort McMurray fire rebuild looks like? Check out these aerial panos: http:// uavnorth.ca/fort-mcmurray- fire-rebuild-aerial-panoramic-photos/ … #yeg #ymm #ymmfire pic.twitter.com/QtY9KJ5X94",NA,NA,"#yeg #ymm #ymmfire",836249763024613376,"https://twitter.com/uavnorth/status/836249763024613376"
"6",NA,2017-02-27 11:13:00,0,0,"Bill Morneau to announce drywall tariff changes targeting Fort McMurray fire victims http://www. cbc.ca/news/business/ ottawa-drywall-morneau-1.4000708 … #ymm #ymmfire #FortMacFire",NA,NA,"#ymm #ymmfire #FortMacFire",836248001819492352,"https://twitter.com/FaventeWell/status/836248001819492352"
"7",NA,2017-02-27 10:10:00,0,0,"$20MM in gov't aid only highlights massive gap between insured losses & total $ impact of #YMMfire #extremeweather https:// lnkd.in/eYvC5sv",NA,NA,"#YMMfire #extremeweather",836232123342336000,"https://twitter.com/DJAngier/status/836232123342336001"
"8",NA,2017-02-26 15:55:00,9,7,"Nine months after the Fort McMurray fire, city showing signs of a baby boom http:// trib.al/LDdQEcX From @globemartyk #ymmfire pic.twitter.com/auJ7Otg7OW",NA,"@globemartyk","#ymmfire",835956366003011584,"https://twitter.com/globeandmail/status/835956366003011584"
"9",NA,2017-02-26 14:34:00,7,10,"Nine months after the Fort McMurray fire, city showing signs of a baby boom http:// trib.al/oa4mnd5 From @globemartyk #ymmfire pic.twitter.com/TqyS009ZTo",NA,"@globemartyk","#ymmfire",835935978804105216,"https://twitter.com/globeandmail/status/835935978804105216"
"10",NA,2017-02-24 22:34:00,0,0,"Hail to the Chief Darby Allen. #ymmfire #ymmfire #ymmstrong #weloveymm #yeg #yyc https:// twitter.com/ctvnews/status /835331527013711872 …",NA,NA,"#ymmfire #ymmfire #ymmstrong #weloveymm #yeg #yyc",835332192595136512,"https://twitter.com/IanInTheMac/status/835332192595136512"
"11",NA,2017-02-24 21:45:00,3,5,"WATCH: After leading the battle against #ymmfire , Darby Allen has officially retired. @BreannaCTV reports: http:// edmonton.ctvnews.ca/video?clipId=1 065518&binId=1.1203428&playlistPageNum=1 … #yeg #ymm",NA,"@BreannaCTV","#ymmfire #yeg #ymm",835319871403622400,"https://twitter.com/ctvedmonton/status/835319871403622401"
"12",NA,2017-02-24 19:07:00,19,18,"Dr. Dan Thompson @NRCan #CFS on @CBCQuirks explains how forests are recovering from #ymmfire http://www. cbc.ca/radio/quirks/i deal-setting-for-alien-life-fort-mac-rebounds-and-more-1.3993931/fort-mcmurray-forests-are-on-the-rebound-1.3993994 …",NA,"@NRCan @CBCQuirks","#CFS #ymmfire",835279947165917184,"https://twitter.com/northern_norton/status/835279947165917185"
"13",NA,2017-02-24 17:29:00,0,0,"Sad news for #ymm . Last years #ymmfire isn't just taking its toll on businesses, charities as well #rmwb #yeg #yyc #abpoli https:// twitter.com/Mix1037FMNews/ status/835253129230721026 …",NA,NA,"#ymm #ymmfire #rmwb #yeg #yyc #abpoli",835255339419197440,"https://twitter.com/IanInTheMac/status/835255339419197440"
"14",NA,2017-02-24 13:36:00,4,8,"Darby Allen, the man who dubbed #ymmfire ""the Beast,"" is retiring. https:// twitter.com/i/moments/8351 90395600584705 …",NA,NA,"#ymmfire",835196797958127616,"https://twitter.com/CanadaMoments/status/835196797958127617"
"15",NA,2017-02-24 13:00:00,0,1,"Happy 2 have you back after your past performances and support after the #ymmfire",NA,NA,"#ymmfire",835187693201940480,"https://twitter.com/Cara_L_McLeod/status/835187693201940480"
"16",NA,2017-02-24 09:29:00,4,11,"The fire chief that became known around the world after #ymmfire is retiring today. My interview with Darby Allen coming up on CTVML #ymm pic.twitter.com/do8o3yIjnW",NA,NA,"#ymmfire #ymm",835134664461279232,"https://twitter.com/BreannaCTV/status/835134664461279234"
"17",NA,2017-02-23 23:27:00,2,0,"All through the #ymmfire , listening to his voice calmed me. I could listen to him speak forever. Thank you Fire Chief Darby Allen #ymmstrong https:// twitter.com/RMWoodBuffalo/ status/834904333833494528 …",NA,NA,"#ymmfire #ymmstrong",834982963498536960,"https://twitter.com/MrsJNorman/status/834982963498536960"
"18",NA,2017-02-23 21:59:00,5,8,"Thanks again @sandersonNDP & @YourAlberta for supporting #ymm as we rebuild after #ymmfire . #ableg #abndp https:// twitter.com/YourAlberta/st atus/834881116804788224 …",NA,"@sandersonNDP @YourAlberta","#ymm #ymmfire #ableg #abndp",834960950784483328,"https://twitter.com/peterfortna/status/834960950784483329"
"19",NA,2017-02-23 18:38:00,0,0,"#abgov gives Wood Buffalo an additional $20M for #ymmfire costs: emergency evacuation, repairs and cleanup http:// glbn.ca/YsyLdT",NA,NA,"#abgov #ymmfire",834910333915496448,"https://twitter.com/GlobalLeth/status/834910333915496449"
"20",NA,2017-02-23 18:38:00,0,3,"#abgov gives Wood Buffalo an additional $20M for #ymmfire costs: emergency evacuation, repairs and cleanup http:// glbn.ca/JHu1Rd",NA,NA,"#abgov #ymmfire",834910330903998464,"https://twitter.com/globalnews/status/834910330903998464"
"21",NA,2017-02-23 18:38:00,1,5,"#abgov gives Wood Buffalo an additional $20M for #ymmfire costs: emergency evacuation, repairs and cleanup http:// glbn.ca/xEbNiu",NA,NA,"#abgov #ymmfire",834910327204638720,"https://twitter.com/GlobalEdmonton/status/834910327204638720"
"22",NA,2017-02-23 18:38:00,1,3,"#abgov gives Wood Buffalo an additional $20M for #ymmfire costs: emergency evacuation, repairs and cleanup http:// glbn.ca/YTKLNF",NA,NA,"#abgov #ymmfire",834910324021153792,"https://twitter.com/GlobalCalgary/status/834910324021153794"
"23",NA,2017-02-23 18:15:00,6,2,"Progress and frustration. Mixed emotions from Fort McMurray residents still rebuilding. The story from #ymm tonight at 5 and 6pm #ymmfire pic.twitter.com/l6tWjro2tc",NA,NA,"#ymm #ymmfire",834904443502014464,"https://twitter.com/BreannaCTV/status/834904443502014465"
"24",NA,2017-02-23 16:59:00,18,44,"We continue to support #ymm , with $20M in disaster recovery funding to help with uninsurable costs from #ymmfire : http:// bit.ly/2kRPr5z pic.twitter.com/RkHRaED8Gb",NA,NA,"#ymm #ymmfire",834885380520374272,"https://twitter.com/RachelNotley/status/834885380520374276"
"25",NA,2017-02-23 16:42:00,9,10,"Disaster Recovery Program funding will help @RMWoodBuffalo rebuild and recover from #ymmfire . http:// alberta.ca/release.cfm?xI D=463343BFE7A8F-9773-902E-D30C3428A49A7DB3 … pic.twitter.com/dysOuLg5dI",NA,"@RMWoodBuffalo","#ymmfire",834881116804788224,"https://twitter.com/YourAlberta/status/834881116804788224"
"26",NA,2017-02-23 14:25:00,1,1,"Minister Anderson says province will give out $20 million for relief. Part of already announced funding for disaster relief #ymm #ymmfire pic.twitter.com/olG5tri80c",NA,NA,"#ymm #ymmfire",834846656482807808,"https://twitter.com/BreannaCTV/status/834846656482807808"
"27",NA,2017-02-23 13:33:00,1,3,"Steve is showing us items he picked out of the ashes including his burnt glasses #ymm #ymmfire pic.twitter.com/UDI62EsXhk",NA,NA,"#ymm #ymmfire",834833460548112384,"https://twitter.com/BreannaCTV/status/834833460548112384"
"28",NA,2017-02-23 13:21:00,2,4,"We had a great meeting with @sandersonNDP discussing #ymmfire recovery & #Metis issues. Really looking forward to working with you! #ymm pic.twitter.com/9TlUezDEtq",NA,"@sandersonNDP","#ymmfire #Metis #ymm",834830653707452416,"https://twitter.com/McMurrayMetis/status/834830653707452417"
"29",NA,2017-02-23 13:08:00,1,4,"Municipal Affairs Minister @sandersonNDP meeting with #ymm resident rebuilding his home after #ymmfire pic.twitter.com/z8XCk7Owvj",NA,"@sandersonNDP","#ymm #ymmfire",834827254110703616,"https://twitter.com/BreannaCTV/status/834827254110703616"
"30",NA,2017-02-23 11:50:00,10,27,"First time in #ymm since September. Really cool to see more rebuilding. Same hotel 10 months apart #ymmfire pic.twitter.com/kO0jSS6bWD",NA,NA,"#ymm #ymmfire",834807709497126912,"https://twitter.com/BreannaCTV/status/834807709497126912"
"31",NA,2017-02-23 11:31:00,2,1,"Why did some homes burn in the #ymmfire while others didn't? Our speaker Alan Westhaver knows. http:// disasterforum.ca/fort-mcmurray- homes-survive-meet-expert/ … #dfbanff",NA,NA,"#ymmfire #dfbanff",834802972462837760,"https://twitter.com/DisasterForum/status/834802972462837760"
"32",NA,2017-02-22 13:20:00,2,1,"Mental health of firefighters concerns Darby Allen, but no regrets as he retires #ymmfire #yeg http://www. edmontonsun.com/2017/02/21/men tal-health-of-firefighters-concerns-darby-allen-but-no-regrets-as-he-retires … pic.twitter.com/qMZyATGkBG",NA,NA,"#ymmfire #yeg",834467813729456128,"https://twitter.com/Edmontonsun/status/834467813729456133"
"33",NA,2017-02-21 23:45:00,0,1,"@YMCANorthernAB , loved ur CEO's thoughts on #ymmfire today at @CSAE_YEG panel. We invite you to join us at #dfbanff to continue the convo.",NA,"@YMCANorthernAB @CSAE_YEG","#ymmfire #dfbanff",834262741594599424,"https://twitter.com/DisasterForum/status/834262741594599425"
"34",NA,2017-02-20 18:09:00,0,0,"Boreal forest starting to bounce back from Fort McMurray wildfire http://www. ctvnews.ca/sci-tech/borea l-forest-starting-to-bounce-back-from-fort-mcmurray-wildfire-1.3293613 … #ymm #ymmfire pic.twitter.com/vIVCIBPtgZ",NA,NA,"#ymm #ymmfire",833815927091257344,"https://twitter.com/CTVYorkton/status/833815927091257344"
"35",NA,2017-02-20 18:09:00,0,2,"Boreal forest starting to bounce back from Fort McMurray wildfire http://www. ctvnews.ca/sci-tech/borea l-forest-starting-to-bounce-back-from-fort-mcmurray-wildfire-1.3293613 … #ymm #ymmfire pic.twitter.com/iTDaCoPseI",NA,NA,"#ymm #ymmfire",833815926957023232,"https://twitter.com/CTVPrinceAlbert/status/833815926957023242"
"36",NA,2017-02-20 18:09:00,0,5,"Boreal forest starting to bounce back from Fort McMurray wildfire http://www. ctvnews.ca/sci-tech/borea l-forest-starting-to-bounce-back-from-fort-mcmurray-wildfire-1.3293613 … #ymm #ymmfire pic.twitter.com/2VIbO0maYB",NA,NA,"#ymm #ymmfire",833815926952726528,"https://twitter.com/ctvregina/status/833815926952726528"
"37",NA,2017-02-20 18:09:00,3,5,"Boreal forest starting to bounce back from Fort McMurray wildfire http://www. ctvnews.ca/sci-tech/borea l-forest-starting-to-bounce-back-from-fort-mcmurray-wildfire-1.3293613 … #ymm #ymmfire pic.twitter.com/FYnhRb2pAm",NA,NA,"#ymm #ymmfire",833815926835404800,"https://twitter.com/ctvsaskatoon/status/833815926835404800"
"38",NA,2017-02-18 19:10:00,0,4,"I found out that I painted my first #YMMfire baby. Kambria is holding her baby sis Juniper in this painting, born while on evacuation. #ymm pic.twitter.com/MS2DFGtH7a",NA,NA,"#YMMfire #ymm",833106484997259264,"https://twitter.com/rvthomasart/status/833106484997259270"
"39",NA,2017-02-16 20:05:00,2,7,"Our organization came together during the #YMMFire and we’re honored to be recognized for our efforts. http:// ow.ly/q61i30908wK pic.twitter.com/3MIrO8POdp",NA,NA,"#YMMFire",832395430696714240,"https://twitter.com/ATCO/status/832395430696714240"
"40",NA,2017-02-16 16:35:00,4,3,"Powerful video about @AGI_Canada in #ymm , a company that made a difference during #ymmfire . https://www. youtube.com/watch?v=yu62dD MLYZs … pic.twitter.com/AaXNePVKQZ",NA,"@AGI_Canada","#ymm #ymmfire",832342646186078208,"https://twitter.com/rvthomasart/status/832342646186078209"
"41",NA,2017-02-15 21:08:00,3,9,"However, smart phones are important for emergencies as in #ymmfire and help students concentrate in class -Govt. #ymm pic.twitter.com/ePEvl1py8i",NA,NA,"#ymmfire #ymm",832048990426378240,"https://twitter.com/FMPSD/status/832048990426378240"
"42",NA,2017-02-15 14:42:00,0,1,"A recent survey left me angry; it took some time to understand why: https:// theresaewells.com/2017/02/15/reb uilding-fort-mcmurray-the-confidence-factor/ … #ymm #rmwb #ymmstrong #ymmfire",NA,NA,"#ymm #rmwb #ymmstrong #ymmfire",831951868381106176,"https://twitter.com/McMurrayMusings/status/831951868381106177"
"43",NA,2017-02-14 21:06:00,1,3,"Made it back from Fort McMurray safely after 3 days up there shooting aerial footage of the #ymmfire recovery. Stay strong Fort Mac! #ymm pic.twitter.com/jMcUH2z8Ox",NA,NA,"#ymmfire #ymm",831686113089691648,"https://twitter.com/uavnorth/status/831686113089691648"
"44",NA,2017-02-14 14:23:00,1,1,". @NEWSTALK1010 After living through the #YMMFire , nearby residents should consider purchasing a respirator http:// bit.ly/2lgJ3nk #TOfire https:// twitter.com/NEWSTALK1010/s tatus/831582817393983489 …",NA,"@NEWSTALK1010","#YMMFire #TOfire",831584599683825664,"https://twitter.com/russellbakerr/status/831584599683825668"
"45",NA,2017-02-14 12:40:00,2,5,"Thank you to Alberta’s Emergency Management Agency for the Emergency Management Achievement Award for our #YMMFire response. pic.twitter.com/shDC9PO4rh",NA,NA,"#YMMFire",831558872355717120,"https://twitter.com/ATCO/status/831558872355717120"
"46",NA,2017-02-13 17:14:00,0,3,"Just as people did during the #YMMfire , the #OrovilleDam evacuation is being heavily politicised. #shameful",NA,NA,"#YMMfire #OrovilleDam #shameful",831265389740847104,"https://twitter.com/CalinWay/status/831265389740847104"
"47",NA,2017-02-13 16:25:00,2,7,"Great to see @DrBoulianne & @JoanneMinaker present at #WEK2017 on social media, social caring & the #ymmfire pic.twitter.com/uipTjLYyGo",NA,"@DrBoulianne @JoanneMinaker","#WEK2017 #ymmfire",831253040262938624,"https://twitter.com/miss_jazzyb/status/831253040262938624"
"48",NA,2017-02-13 08:41:00,1,5,"The #9DaysWithNenshi project will be donated to a #YYC charity in thanks to Calgary for giving us a home during the #ymmfire . @Nenshi pic.twitter.com/r9s1faNTh9",NA,"@Nenshi","#9DaysWithNenshi #YYC #ymmfire",831136199473561600,"https://twitter.com/rvthomasart/status/831136199473561600"
"49",NA,2017-02-11 20:24:00,0,0,"Fubar to giv'r once again on the small screen - Calgary - CBC News More cultural fallout from Fort Mac Fire #ymmfire http://www. cbc.ca/news/canada/ca lgary/fubar-calgary-tv-series-1.3978880 …",NA,NA,"#ymmfire",830588258690048000,"https://twitter.com/kastlekl/status/830588258690048000"
"50",NA,2017-02-11 19:15:00,1,4,"Thx to @tomheapmedia @Costingtheearth for the opp'y to discuss the science behind #ymmfire . Great show. @ChristiansonAmy @WesternPartners",NA,"@tomheapmedia @Costingtheearth @ChristiansonAmy @WesternPartners","#ymmfire",830570981500391424,"https://twitter.com/northern_norton/status/830570981500391424"
"51",NA,2017-02-11 19:13:00,7,2,"Excellent radio documentary from @BBC @Costingtheearth on Fort McMurray fire feat. @NRCan scientists. #ymmfire http://www. bbc.co.uk/programmes/b08 crzr3 …",NA,"@BBC @Costingtheearth @NRCan","#ymmfire",830570403294613504,"https://twitter.com/northern_norton/status/830570403294613504"
"52",NA,2017-02-11 13:18:00,0,0,"WATCH: Actors in Bust talk to @kevinoweather about play set in Fort McMurray #yeg #ymm #ymmfire pic.twitter.com/iCoIJ6Mv4e",NA,"@kevinoweather","#yeg #ymm #ymmfire",830481252431994880,"https://twitter.com/GlobalEdmonton/status/830481252431994882"
"53",NA,2017-02-10 18:01:00,0,1,"Well done @WalmartCanada ! One more reason not to shop there! #ymm #ymmfire #yyc #yeg #walmart #cdnpoli http:// ctv.news/QAKpxAS",NA,"@WalmartCanada","#ymm #ymmfire #yyc #yeg #walmart #cdnpoli",830190038990204928,"https://twitter.com/IanInTheMac/status/830190038990204928"
"54",NA,2017-02-10 17:30:00,0,1,"ICYMI:Proposed class-action lawsuit filed, alleging @WalmartCanada sold food potentially contaminated by #ymmfire http:// bit.ly/2l1Y5gn pic.twitter.com/JEtJq2HOyK",NA,"@WalmartCanada","#ymmfire",830182078033620992,"https://twitter.com/770CHQR/status/830182078033620994"
"55",NA,2017-02-10 17:24:00,0,1,"Busy day for #ymmfire -related lawsuits. This one's in relation to that explosion in Dickinsfield during the evac. http://www. news1130.com/2017/02/10/law suit-filed-in-connection-to-explosion-in-fort-mcmurray-fire-aftermath/ …",NA,NA,"#ymmfire",830180552393134080,"https://twitter.com/LaurenKrugel/status/830180552393134082"
"56",NA,2017-02-10 14:36:00,4,4,"Walmart is getting sued over allegations that it sold bad food after the Fort McMuray wildfires: http:// bit.ly/2kXPI5Y #ymmfire pic.twitter.com/aVWYVYG1CN",NA,NA,"#ymmfire",830138437235830784,"https://twitter.com/CdnPress/status/830138437235830785"
"57",NA,2017-02-10 14:11:00,0,0,"Lawsuit filed over allegations Fort McMurray Walmart sold bad food after #ymmfire . #ymm https://www. sudbury.com/national/lawsu it-filed-over-allegations-fort-mcmurray-walmart-sold-bad-food-after-fire-533427 …",NA,NA,"#ymmfire #ymm",830132127031103488,"https://twitter.com/LaurenKrugel/status/830132127031103488"
"58",NA,2017-02-10 13:37:00,0,0,"Fort McMurray Walmart facing multi-million $ class-action lawsuit over allegations bad food was sold after #ymmfire http:// glbn.ca/EeUtAP",NA,NA,"#ymmfire",830123481652162560,"https://twitter.com/GlobalLeth/status/830123481652162560"
"59",NA,2017-02-10 13:37:00,25,9,"Fort McMurray Walmart facing multi-million $ class-action lawsuit over allegations bad food was sold after #ymmfire http:// glbn.ca/Xdk8x2",NA,NA,"#ymmfire",830123479076847616,"https://twitter.com/globalnews/status/830123479076847616"
"60",NA,2017-02-10 13:37:00,10,4,"Fort McMurray Walmart facing multi-million $ class-action lawsuit over allegations bad food was sold after #ymmfire http:// glbn.ca/78yKv5",NA,NA,"#ymmfire",830123475390046208,"https://twitter.com/GlobalEdmonton/status/830123475390046208"
"61",NA,2017-02-10 13:37:00,0,2,"Fort McMurray Walmart facing multi-million $ class-action lawsuit over allegations bad food was sold after #ymmfire http:// glbn.ca/HFVN5t",NA,NA,"#ymmfire",830123471959158784,"https://twitter.com/GlobalCalgary/status/830123471959158785"
"62",NA,2017-02-10 13:02:00,3,3,"Proposed class-action lawsuit filed, alleging @WalmartCanada sold food potentially contaminated by #ymmfire http:// bit.ly/2kQPCLb pic.twitter.com/1DUowSfl4b",NA,"@WalmartCanada","#ymmfire",830114723127558144,"https://twitter.com/770CHQR/status/830114723127558144"
"63",NA,2017-02-10 12:38:00,1,1,"Lawsuit filed over allegations Fort McMurray Walmart sold bad food after fire http://www. 660news.com/2017/02/10/law suit-filed-allegations-fort-mcmurray-walmart-sold-bad-food-fire/ … #ymm #ymmfire pic.twitter.com/VRPY7wfmgL",NA,NA,"#ymm #ymmfire",830108695270862848,"https://twitter.com/660NEWS/status/830108695270862850"
"64",NA,2017-02-09 11:01:00,0,1,"If you were affected by the FortMac fire, take this survey- https:// advisorysurveys.kpmg.ca/se.ashx?s=7FDA 9ED362C3DEB0 … #ymm #RMWB #ymmfire",NA,NA,"#ymm #RMWB #ymmfire",829722019117752320,"https://twitter.com/ayycgirlinyeg/status/829722019117752320"
"65",NA,2017-02-07 21:07:00,4,1,"Edmonton play set in post-wildfire Fort McMurray to debut at The Roxy #yeg #ymmfire #ymm http:// glbn.ca/1034xk",NA,NA,"#yeg #ymmfire #ymm",829149623604371456,"https://twitter.com/GlobalEdmonton/status/829149623604371456"
"66",NA,2017-02-07 20:43:00,6,7,"WATCH: New study shows 60% of #ymmfire evacuees display symptoms of PTSD @SuLingGoh explains pic.twitter.com/fPDxArYmqc",NA,"@SuLingGoh","#ymmfire",829143694099910656,"https://twitter.com/GlobalEdmonton/status/829143694099910656"
"67",NA,2017-02-06 17:43:00,0,0,"what w on p49? anyway whats the point of spraying aerosols if you arent planning on further manipulation? #ymmfire #scalarwaves pic.twitter.com/FK1ET2aF6U",NA,NA,"#ymmfire #scalarwaves",828735850573766656,"https://twitter.com/RegimeChangeBC/status/828735850573766656"
"68",NA,2017-02-06 13:44:00,0,2,"Not quite #ymmfire but the results could be similar if things go badly https:// twitter.com/cbcalerts/stat us/828663046449004544 …",NA,NA,"#ymmfire",828675709396606976,"https://twitter.com/gogogadgetkyle/status/828675709396606976"
"69",NA,2017-02-04 16:02:00,4,5,"Wow! A great story on how the University that helped set up my career, helped my hometown after #ymmfire . Thanks for sharing @mountroyal4u ! https:// twitter.com/mountroyal4u/s tatus/827981383087828996 …",NA,"@mountroyal4u","#ymmfire",827985754173300736,"https://twitter.com/jordanfitz9/status/827985754173300737"
"70",NA,2017-02-03 16:04:00,1,1,"I don't. The same kind of dry and mild last winter left me out of work for the rest of the year! #ymmfire #AlbertaEcon",NA,NA,"#ymmfire #AlbertaEcon",827623845246889984,"https://twitter.com/BattleRiverWX/status/827623845246889984"
"71",NA,2017-02-03 12:38:00,3,2,"Take a look back at The Salvation Army's response to the Fort McMurray wildfire: https:// youtu.be/SC8zjIdX72g #ymmfire #EDS",NA,NA,"#ymmfire #EDS",827572072159277056,"https://twitter.com/tsaedmonton/status/827572072159277056"
"72",NA,2017-02-02 17:39:00,9,9,"$1.3 million in donations going to replanting trees destroyed in #ymmfire . @MayorMelissa : this will bring spirit back, along w/ families. pic.twitter.com/T39WCdlKUD",NA,"@MayorMelissa","#ymmfire",827285384216219648,"https://twitter.com/AngelaJungCTV/status/827285384216219648"
"73",NA,2017-02-02 15:05:00,4,9,"Fort McMurray is getting $1 million dollars... in new trees, to replace those that burned last year. #ymmfire #ymm http://www. metronews.ca/news/edmonton/ 2017/02/02/fort-mcmurray-to-get-1-million-dollars-in-new-trees-.html … pic.twitter.com/9002VrMgHm",NA,NA,"#ymmfire #ymm",827246500518445056,"https://twitter.com/thestaredmonton/status/827246500518445056"
"74",NA,2017-02-02 12:32:00,4,2,"#ymmfire a #blackops too! Set fires in #FortMac then hit them with the Perfect Wind using High tech! #geoengineering #cdnpoli #bcpoli Fun! pic.twitter.com/CPsa45vrgc",NA,NA,"#ymmfire #blackops #FortMac #geoengineering #cdnpoli #bcpoli",827207958404567040,"https://twitter.com/RegimeChangeBC/status/827207958404567041"
"75",NA,2017-02-02 10:24:00,20,35,"Massive $1.3M tree-planting effort in Fort McMurray to start this spring. #ymm #ymmfire #yeg http:// glbn.ca/s7wJVs",NA,NA,"#ymm #ymmfire #yeg",827175917814444032,"https://twitter.com/GlobalEdmonton/status/827175917814444033"
"76",NA,2017-02-01 23:36:00,4,12,"Just restored my @WestwoodGI boards since #ymmfire . Veteran student: ""It feels like home again."" New one: ""I get what we do now."" :) @FMPSD pic.twitter.com/rPbJz7xV1d",NA,"@WestwoodGI @FMPSD","#ymmfire",827012698726596608,"https://twitter.com/MrDulku/status/827012698726596609"
