"","username","date","retweets","favorites","text","geo","mentions","hashtags","id","permalink"
"1",NA,2018-05-27 19:44:00,0,0,"In some cases, smaller municipalities only have radio stations where @AB_EmergAlert broadcasts, during the #ymmfire text message alerts didn't exist and radio station announcers were the only local broadcasters airing evacuation directions until the alerts kicked in.",NA,"@AB_EmergAlert","#ymmfire",1000885452352638976,"https://twitter.com/CrisLaderas/status/1000885452352638977"
"2",NA,2018-05-25 15:25:00,3,4,"Well deserved! Incredible work during some of the toughest days in Alberta's history. #ymmfire #ableg #abpoli #ymm https:// twitter.com/RachelNotley/s tatus/1000086767641362432 …",NA,NA,"#ymmfire #ableg #abpoli #ymm",1000095453818511360,"https://twitter.com/DanielleLarivee/status/1000095453818511361"
"3",NA,2018-05-23 22:11:00,21,6,". @AB_EmergAlert triggered for an out of control wildfire about 130km south of Fort McMurray. The blaze is 10km south of Janvier, where residents are being asked to prepare for possible evacuation. #yeg #ymm #abfire #ymmfire @ctvedmonton pic.twitter.com/gw3IQkV79T",NA,"@AB_EmergAlert @ctvedmonton","#yeg #ymm #abfire #ymmfire",999472805799346176,"https://twitter.com/JSJamato/status/999472805799346176"
"4",NA,2018-05-23 18:17:00,7,1,"BREAKING: A Fire Restriction is now in place in the Fort McMurray Forest Area. Please refer to the information on this fact sheet. The Wildfire Danger level is extreme. @AlbertaWildfire #ymm #rmwb #ymmfire #FireRestriction pic.twitter.com/1szvFJORRX",NA,"@AlbertaWildfire","#ymm #rmwb #ymmfire #FireRestriction",999413965552840704,"https://twitter.com/911TheBridge/status/999413965552840704"
"5",NA,2018-05-21 09:29:00,10,14,"Two years ago the #Copernicus Atmosphere Monitoring Service was monitoring emissions and smoke transport from the devastating Fort McMurray #wildfire in May 2016 http:// atmosphere.copernicus.eu/news-and-media /news/cams-monitors-start-canadian-wildfire-season … @NRCan @CWFIS @northern_norton @WildfireScience @wildfiretoday #ymmfire pic.twitter.com/K3RyUIEeMF",NA,"@NRCan @CWFIS @northern_norton @WildfireScience @wildfiretoday","#Copernicus #wildfire #ymmfire",998556336748101632,"https://twitter.com/m_parrington/status/998556336748101632"
"6",NA,2018-05-16 18:33:00,2,0,"900 insurance claims unresolved 2 years after Fort McMurray wildfire #ymm #ymmfire https:// trib.al/n528ocF #abgov",NA,NA,"#ymm #ymmfire #abgov",996881475831324672,"https://twitter.com/880Edmonton/status/996881475831324673"
"7",NA,2018-05-16 18:33:00,0,0,"900 insurance claims unresolved 2 years after Fort McMurray wildfire #ymm #ymmfire https:// trib.al/srzJESG #abgov",NA,NA,"#ymm #ymmfire #abgov",996881440066490368,"https://twitter.com/630CHED/status/996881440066490369"
"8",NA,2018-05-16 18:28:00,3,2,"900 insurance claims unresolved 2 years after Fort McMurray wildfire #ymm #ymmfire https:// trib.al/SXl0Mp3 #abgov",NA,NA,"#ymm #ymmfire #abgov",996880137663795200,"https://twitter.com/GlobalEdmonton/status/996880137663795200"
"9",NA,2018-05-16 18:03:00,3,1,"ICYMI: Government and insurance industry continue to work together to settle wildfire insurance claims in Wood Buffalo. News release here: https:// alberta.ca/announcements. cfm?xID=559572B560C95-E73B-67C0-169361E5B4AA851F … #ymm #ymmfire",NA,NA,"#ymm #ymmfire",996873802633003008,"https://twitter.com/Alberta_Finance/status/996873802633003008"
"10",NA,2018-05-12 08:56:00,2,3,"Two years, almost to the day of #ymmfire , @humanmilknews and @mamabear_ca handed this report of the work done in the community to ensure families with infants and young children will be #safelyfed in future emergencies. http:// safelyfed.ca/reports/ https:// twitter.com/aunpalmquist/s tatus/794955212029132800 …",NA,"@humanmilknews @mamabear_ca","#ymmfire #safelyfed",995286549586628608,"https://twitter.com/safelyfedcanada/status/995286549586628610"
