"","username","date","retweets","favorites","text","geo","mentions","hashtags","id","permalink"
"1",NA,2016-12-30 14:50:00,7,14,"Read the 2016 issue of 'Pathways', showcasing our region’s Aboriginal communities and several #ymmfire stories: http:// ow.ly/9ToD307yK3V #ymm pic.twitter.com/CqpGwKAlNe",NA,NA,"#ymmfire #ymm",814921553028743168,"https://twitter.com/SyncrudeCanada/status/814921553028743169"
"2",NA,2016-12-30 08:31:00,1,3,"Mayor Melissa Blake is featured in Chatelaine Magazines Newsmakers of the year edition #ymm #ymmfire #rmwb http:// kaos911.com/about-us/news- and-events/3155-december-30th-news-update.html …",NA,NA,"#ymm #ymmfire #rmwb",814826271549034496,"https://twitter.com/911TheBridge/status/814826271549034496"
"3",NA,2016-12-28 18:12:00,0,1,"http://www. ctvnews.ca/mobile/busines s/canadians-face-some-tax-changes-in-the-new-year-after-a-busy-2016-1.3219465 … #ymm #ymmfire #government #alberta #Canada",NA,NA,"#ymm #ymmfire #government #alberta #Canada",814247771356024832,"https://twitter.com/WhalenMortgages/status/814247771356024832"
"4",NA,2016-12-28 14:00:00,0,0,"ICYMI:Canada's meteorologists choose Fort McMurray #wildfire as top weather story of 2016. #ymmfire http:// bit.ly/2iEaney pic.twitter.com/PZgnnwiZVU",NA,NA,"#wildfire #ymmfire",814184168833908736,"https://twitter.com/770CHQR/status/814184168833908740"
"5",NA,2016-12-28 13:19:00,0,0,"Is it really a ""weather event"" if it were started by humans? #ymmfire #ymm https:// twitter.com/cbcnews/status /814172828601872384 …",NA,NA,"#ymmfire #ymm",814174026021015552,"https://twitter.com/IanInTheMac/status/814174026021015552"
"6",NA,2016-12-28 09:18:00,1,1,"Canada's meteorologists choose Fort McMurray 3wildfire as top weather story of 2016. #ymmfire http:// bit.ly/2hoqQyo pic.twitter.com/5h0o7SkePT",NA,NA,"#ymmfire",814113189751296000,"https://twitter.com/770CHQR/status/814113189751296000"
"7",NA,2016-12-28 09:00:00,5,6,"The Fort McMurray wildfire tops the list of Canada's biggest weather stories of 2016. #ymm #ymmfire #yeg http:// glbn.ca/XrJVCn",NA,NA,"#ymm #ymmfire #yeg",814108712432500736,"https://twitter.com/GlobalEdmonton/status/814108712432500736"
"8",NA,2016-12-28 08:21:00,0,0,"The #ymmfire tops the list of weather stories by Cdn meteorologists. ""It was almost biblical"" - chief climatologist David Phillips. #CBC",NA,NA,"#ymmfire #CBC",814099037980950528,"https://twitter.com/CarolAmadeoCBC/status/814099037980950528"
"9",NA,2016-12-28 07:41:00,0,0,"The #ymmfire has made it to the top of another list #ymm #rmwb http:// kaos911.com/about-us/news- and-events/3153-december-28th-news-update.html …",NA,NA,"#ymmfire #ymm #rmwb",814088786581798912,"https://twitter.com/911TheBridge/status/814088786581798912"
"10",NA,2016-12-27 11:25:00,0,0,"#yearinreview : In May we had to bring in more staff to handle the increased calls caused by the #ymmfire : http:// ow.ly/fiKm307nH3j #yyc #ymm",NA,NA,"#yearinreview #ymmfire #yyc #ymm",813782805650010112,"https://twitter.com/211calgary/status/813782805650010112"
"11",NA,2016-12-26 20:58:00,0,0,"Graham Thomson: Friday's political weather brought Ottawa sunshine mixed with climate-change gloom http:// ln.is/edmontonjourna l.com/plSlP … #ymmfire",NA,NA,"#ymmfire",813564637094481920,"https://twitter.com/keesdenhartigh/status/813564637094481921"
"12",NA,2016-12-26 20:39:00,0,2,"Trudeau pays tribute to those who helped Fort McMurray fire victims http:// cbc.ca/1.3912730 #ymmfire pic.twitter.com/bOR6p5Qwy1",NA,NA,"#ymmfire",813559779712962560,"https://twitter.com/CBCNL/status/813559779712962560"
"13",NA,2016-12-26 19:41:00,0,0,"http:// Flightradar24.com - Live flight tracker! https:// gps.fedgeno.com/links/flightra dar24-com-live-flight-tracker-63681 … #istanbul #latakia #ymmfire #ruaf #lehighvalley",NA,NA,"#istanbul #latakia #ymmfire #ruaf #lehighvalley",813545304737849344,"https://twitter.com/FedgeNo/status/813545304737849344"
"14",NA,2016-12-26 19:18:00,2,4,"From #ymmfire to sweet video of young local dancer w/ Down syndrome: Top 10 most-viewed videos in #yeg in 2016. http:// glbn.ca/emSSzf",NA,NA,"#ymmfire #yeg",813539525175676928,"https://twitter.com/GlobalEdmonton/status/813539525175676928"
"15",NA,2016-12-26 19:16:00,3,2,"No!!! #Trudeau & #lpc didn't make good on any promise to #ymmfire - but then no one surprised by more #liberal lies https:// twitter.com/joe_warmington /status/813533863288963073 …",NA,NA,"#Trudeau #lpc #ymmfire #liberal",813538901168005120,"https://twitter.com/JohnnieOil/status/813538901168005120"
"16",NA,2016-12-26 13:08:00,0,0,"kenthehr: #6 Our govt delivered funding at “the speed of light” to help those affected by #YMMFire #cdnpoli #thish … http:// edmontonjournal.com/storyline/grah am-thomson-fridays-political-weather-brought-ottawa-sunshine-mixed-with-climate-change-gloom …",NA,NA,"#6 #YMMFire #cdnpoli #thish",813446427036839936,"https://twitter.com/Politicscanadia/status/813446427036839937"
