"","username","date","retweets","favorites","text","geo","mentions","hashtags","id","permalink"
"1",NA,2017-04-29 18:54:00,0,0,"doniveson: RT YEGMayorOffice: 1yr since the #ymmfire & Mayor doniveson's message to evacuees remains true: ""You ca… https:// twitter.com/i/web/status/8 58444732460027904 …",NA,NA,"#ymmfire",858454438587097088,"https://twitter.com/Politicscanadia/status/858454438587097088"
"2",NA,2017-04-29 18:15:00,9,35,"1yr since the #ymmfire & Mayor @doniveson 's message to evacuees remains true: ""You can always count on #YEG "" https:// doniveson.ca/2016/05/06/edm ontons-welcome-of-evacuees-more-than-just-numbers/ … #yegcc pic.twitter.com/KhF2XtZDOA",NA,"@doniveson","#ymmfire #YEG #yegcc",858444732460027904,"https://twitter.com/YEGMayorOffice/status/858444732460027904"
"3",NA,2017-04-29 13:54:00,1,4,"As we approach 1 year after #ymmfire , lots to read, lots to think about. Can't let it happen again. @keithgerein pic.twitter.com/u3xBeH0muM",NA,"@keithgerein","#ymmfire",858378895124340736,"https://twitter.com/northern_norton/status/858378895124340736"
"4",NA,2017-04-29 13:42:00,7,8,"Special message from Jane Goodall for @WoodBuffaloRSF participants. Gives kudos to all despite #ymmfire #ymm pic.twitter.com/GFrnwpdE27",NA,"@WoodBuffaloRSF","#ymmfire #ymm",858376075767828480,"https://twitter.com/FMPSD/status/858376075767828480"
"5",NA,2017-04-29 13:39:00,7,10,"Thanks to @Cmdr_Hadfield for the special @WoodBuffaloRSF message. Appreciating #ymm students and teachers succeeding despite #YMMfire #ymm pic.twitter.com/5tcHm20nco",NA,"@Cmdr_Hadfield @WoodBuffaloRSF","#ymm #YMMfire #ymm",858375279357509632,"https://twitter.com/FMPSD/status/858375279357509632"
"6",NA,2017-04-29 13:35:00,28,30,"1 year after the Fort McMurray wildfire, a bride who fled the flames reflects on the past 12 months #ymmfire #ymm http:// glbn.ca/RDUXXn",NA,NA,"#ymmfire #ymm",858374291766882304,"https://twitter.com/GlobalEdmonton/status/858374291766882305"
"7",NA,2017-04-29 13:24:00,6,15,"These Fort McMurray cockatiels 'fell in love' at Sherwood Park bird shelter http:// edmontonjournal.com/news/local-new s/these-fort-mcmurray-cockatiels-fell-in-love-at-sherwood-park-bird-shelter … #ymm #ymmfire #ymmstrong #yeg pic.twitter.com/3kP5zJwtkc",NA,NA,"#ymm #ymmfire #ymmstrong #yeg",858371402218516480,"https://twitter.com/edmontonjournal/status/858371402218516480"
"8",NA,2017-04-29 12:28:00,0,0,"See Fort McMurray in photos then and now - Macleans | #ymm #ymmfire #yeg #yyc http://www. macleans.ca/photography/se e-fort-mcmurray-before-and-after-the-fire/ …",NA,NA,"#ymm #ymmfire #yeg #yyc",858357349643309056,"https://twitter.com/IanInTheMac/status/858357349643309056"
"9",NA,2017-04-29 11:05:00,14,22,"One year after the #ymmfire , we look back and we're thankful for support that poured in from across Canada http:// sunr.gy/xNQ530bgD46 pic.twitter.com/A8uZ90L950",NA,NA,"#ymmfire",858336364626137088,"https://twitter.com/Suncor/status/858336364626137088"
"10",NA,2017-04-29 10:27:00,0,0,"Babies born during #ymmfire , 1yr later: ""It was one of the hardest things we've had to go through."" http://www. cbc.ca/1.4082785",NA,NA,"#ymmfire",858326783174746112,"https://twitter.com/katekerber/status/858326783174746112"
"11",NA,2017-04-29 10:16:00,0,0,"Check out my interview with @CBCDavid on PTSD post fire. http:// bit.ly/2qiIRUP #cbc #ymm #ymmfire #ptsd",NA,"@CBCDavid","#cbc #ymm #ymmfire #ptsd",858324137449725952,"https://twitter.com/sitharaf/status/858324137449725952"
"12",NA,2017-04-29 07:17:00,4,2,"A ""roller-coaster of emotions"" for Fort McMurray man who lost house to fire, then won lottery. #ymm #ymmfire http://www. theglobeandmail.com/news/alberta/a -roller-coaster-of-emotions-for-fort-mcmurray-man-who-lost-home-won-lottery/article34842550/ …",NA,NA,"#ymm #ymmfire",858279115681669120,"https://twitter.com/LaurenKrugel/status/858279115681669120"
"13",NA,2017-04-28 21:33:00,0,0,"When the cartoon #ymmfire finally burned down http://www. macleans.ca/news/when-the- cartoon-fort-mcmurray-finally-burned-down/ … via @macleans",NA,"@macleans","#ymmfire",858132065572737024,"https://twitter.com/BrendaErskine2/status/858132065572737024"
"14",NA,2017-04-28 20:47:00,1,3,"Great opportunity to recognize your hero that made a difference during the #ymmfire http://www. rmwb.ca/News-Room/Medi a-Releases/Mayor-and-Council-Launch-Medal-program-to-Recognize-Exceptional-Service-During-2016-Wildfire_s2_p6182.htm … #ymm",NA,NA,"#ymmfire #ymm",858120514904129536,"https://twitter.com/MikeAllen_YMM/status/858120514904129536"
"15",NA,2017-04-28 17:17:00,2,2,"After the fire: More tax relief for Fort McMurray residents http:// ow.ly/dB9N30bhcQr #ymm #ymmfire pic.twitter.com/UFzmLWwFyi",NA,NA,"#ymm #ymmfire",858067736836100096,"https://twitter.com/thestaredmonton/status/858067736836100098"
"16",NA,2017-04-28 17:04:00,0,1,"Coming Monday: #ymm #ymmfire #abed pic.twitter.com/TZhCPjDJBe",NA,NA,"#ymm #ymmfire #abed",858064503128420352,"https://twitter.com/Jantafrench/status/858064503128420352"
"17",NA,2017-04-28 16:25:00,0,0,"With all these #ymmfire books coming out lately, I hope no one is profiting from it and putting the money raised back in #ymm #Justsaying",NA,NA,"#ymmfire #ymm #Justsaying",858054644353843200,"https://twitter.com/IanInTheMac/status/858054644353843200"
"18",NA,2017-04-28 15:04:00,2,4,"A 'roller-coaster of emotions' for Fort McMurray man who lost home, won lottery --> http:// rdnewsnow.com/article/535826 /roller-coaster-emotions-fort-mcmurray-man-who-lost-home-won-lottery … @BIG105 @1067TheDrive #ymmfire",NA,"@BIG105 @1067TheDrive","#ymmfire",858034220475846656,"https://twitter.com/rdnewsNOW/status/858034220475846656"
"19",NA,2017-04-28 13:22:00,0,0,"If you read anything today, read about how the #ymmfire changed this woman's life: https:// twitter.com/metrocalgary/s tatus/857968970913251328 …",NA,NA,"#ymmfire",858008421878177792,"https://twitter.com/helenipike/status/858008421878177792"
"20",NA,2017-04-28 12:52:00,0,0,"As we draw closer to 1-year mark of #ymmfire I'll be sharing photos/videos from last year's re-entry. This was day 1 on #hwy63 #ymm #yyc https:// twitter.com/CrisLaderas/st atus/738001822594433024 …",NA,NA,"#ymmfire #hwy63 #ymm #yyc",858001019946455040,"https://twitter.com/CrisLaderas/status/858001019946455041"
"21",NA,2017-04-28 12:21:00,4,2,"VIDEO: As the 1-year mark since #YmmFire nears, three Fort McMurray returnees told @LaurenKrugel how they're coping. http:// bit.ly/2qevKGY",NA,"@LaurenKrugel","#YmmFire",857993122864914432,"https://twitter.com/benFsinger/status/857993122864914432"
"22",NA,2017-04-28 12:09:00,0,0,"'There were just people everywhere': As Fort McMurray fled the wildfire, Edmontonians stepped up http:// edmontonjournal.com/news/insight/t here-were-just-people-everywhere-as-fort-mcmurray-fled-the-wildfire-edmontonians-stepped-up/ … #ymm #ymmfire #yeg",NA,NA,"#ymm #ymmfire #yeg",857990269362466816,"https://twitter.com/keithgerein/status/857990269362466816"
"23",NA,2017-04-28 12:01:00,0,0,"As newsrooms shift back to the playoffs and look back at #ymmfire , it's a bit quiet to end the week. https:// edmontonquotient.com/2017/04/28/edm onton-headlines-friday-april-28-2017/ … #yegcc #yeg pic.twitter.com/3OCEHAsWq7",NA,NA,"#ymmfire #yegcc #yeg",857988111934115840,"https://twitter.com/yegQuotient/status/857988111934115843"
"24",NA,2017-04-28 09:34:00,2,0,"Check out the special @edmontonjournal features on the one year anniversary of Fort McMurray #wildfire #ymmfire http:// edmontonjournal.com/tag/Fort-McMur ray-wildfire-anniversary …",NA,"@edmontonjournal","#wildfire #ymmfire",857951076045119488,"https://twitter.com/northern_norton/status/857951076045119488"
