"tweets","words"
1,"YMM"
1,"YMMARTS"
1,"ymmfire"
1,"ymm"
1,"strong"
1,"RMWB"
1,"WinterOlympics"
1,"Mentalhealth"
1,"TheView"
1,"ymmkeyano"
1,"pictwittercomxOdaFaPtQg"
2,"FortMcMurray"
2,"unveils"
2,"first"
2,"plans"
2,"for"
2,"wildfire"
2,"memorial"
2,""
2,"Edmonton"
2,""
2,"CBC"
2,"News"
2,"http"
2,"htlyanPc30iyAf2"
2,"ymmfire"
2,"ABfire"
2,"FortMacStrong"
3,"Fort"
3,"McMurray"
3,"AB"
3,"Forest"
3,"Fire"
3,"May"
3,"316"
3,"ymmfire"
3,"："
3,"http"
3,"youtubesSyt6uh4wUa"
3,"來自"
3,"YouTube"
3,""
4,"“It"
4,"shouldn’t"
4,"be"
4,"shied"
4,"away"
4,"from"
4,"if"
4,"you"
4,"have"
4,"a"
4,"mental"
4,"illness"
4,"talk"
4,"about"
4,"it”"
4,"Darby"
4,"Allen"
4,"ymmFire"
4,"BellLetsTalk"
5,"Beyond"
5,"excited"
5,"to"
5,"listen"
5,"to"
5,"Darby"
5,"Allen"
5,"speak"
5,"about"
5,"his"
5,"experience"
5,"with"
5,"the"
5,"ymmFire"
5,""
5,"Leadership"
5,"ULethManagement"
5,"pictwittercomTLwlr2S87F"
6,"Oh"
6,"man"
6,"I"
6,"just"
6,"realized"
6,"that"
6,"Kate’s"
6,"dog"
6,"probably"
6,"died"
6,"in"
6,"the"
6,"fire"
6,"Honestly"
6,"I’ve"
6,"seen"
6,"fires"
6,"on"
6,"tv"
6,"and"
6,"movies"
6,"so"
6,"many"
6,"times"
6,"since"
6,"the"
6,"fire"
6,"i"
6,"lived"
6,"through"
6,"and"
6,"not"
6,"been"
6,"triggered"
6,"but"
6,"that"
6,"I"
6,"don’t"
6,"know"
6,"if"
6,"I"
6,"can"
6,"handle"
6,"thisisus"
6,"ymm"
6,"ymmfire"
7,"New"
7,"CCDRfunded"
7,"study"
7,"on"
7,"social"
7,"media"
7,"use"
7,"and"
7,"caring"
7,"after"
7,"the"
7,"Fort"
7,"McMurray"
7,"fire"
7,"ymmfire"
7,"by"
7,"DrBoulianne"
7,""
7,"JoanneMinaker"
7,""
7,"timhaneyphd"
7,""
7,"Great"
7,"collaboration"
7,"between"
7,"mountroyal4u"
7,""
7,"MacEwanU"
7,""
7,"Does"
7,"compassion"
7,"go"
7,"viral"
7,"httpwww"
7,"tandfonlinecomdoifull1010"
7,"801369118X20181428651"
7,"…"
8,"FortMcMurray"
8,"wildfire"
8,"rebuild"
8,"making"
8,"progress"
8,"mayor"
8,"says"
8,"https"
8,"globalnewscanews3996751f"
8,"ortmcmurraywildfirerebuild"
8,"…"
8,"fmmfire"
8,"ymmfire"
8,"WoodBuffalo"
8,"AB"
