"tweets","words"
1,"Looking"
1,"forward"
1,"to"
1,"the"
1,"discussion"
1,"ymmfire"
2,""
2,"InsuranceBureau"
2,"revealed"
2,"ymmfire"
2,"caused"
2,"36"
2,"billion"
2,"of"
2,"damage"
2,""
2,"Canadas"
2,"costliest"
2,"disaster"
2,"Canada150"
2,"150MoneyFacts"
3,"What"
3,"four"
3,"hours"
3,"of"
3,"ymmfire"
3,"looked"
3,"like"
3,"on"
3,"Twitter"
3,"httpswww"
3,"youtubecomwatchvf7KTLh"
3,"3ooAI"
3,"…"
4,"From"
4,"my"
4,"very"
4,"short"
4,"stint"
4,"in"
4,"Anzac"
4,"during"
4,"the"
4,"ymmfire"
4,"hydrants"
4,"would"
4,"have"
4,"been"
4,"great"
4,"https"
4,"twittercomcullenbirdsta"
4,"tus877333907774898178"
4,"…"
5,"The"
5,"always"
5,"incredible"
5,"sarafalconer"
5,"just"
5,"being"
5,"more"
5,"incredible"
5,"redcross"
5,"ymm"
5,"ymmfire"
5,"ABfires"
5,"https"
5,"twittercomredcrosscanada"
5,"status877298584823226368"
5,"…"
6,"Fort"
6,"McMurray"
6,"wildfire"
6,"tweets"
6,"show"
6,"key"
6,"info"
6,"missing"
6,"during"
6,"disasters"
6,"U"
6,"of"
6,"C"
6,"http"
6,"paperliMaviUfo149504"
6,"7503readhttp3A2F2Fglobalnewsca2Fnews2F35398502Ffort2Dmcmurray2Dwildfire2Dtweets2Dshow2Dkey2Dinfo2Dmissing2Dduring2Ddisasters2Du2Dof2Dc2F"
6,"…"
6,"ymmfire"
7,"Great"
7,"story"
7,"about"
7,"our"
7,"software"
7,"engineers"
7,"analyzing"
7,"ymmfire"
7,"tweets"
7,"to"
7,"help"
7,"in"
7,"future"
7,"emergencies"
7,"http"
7,"bitly2rRhfW6"
7,"UCalgary"
8,"This"
8,"is"
8,"the"
8,"exact"
8,"thing"
8,"wildfire"
8,"recovery"
8,"committee"
8,"was"
8,"supposed"
8,"to"
8,"be"
8,"for"
8,"Protect"
8,"people"
8,"like"
8,"this"
8,"Cmon"
8,"council"
8,"ymm"
8,"rmwb"
8,"ymmfire"
8,"pictwittercomgAc79Ash5q"
9,"The"
9,"software"
9,"is"
9,"out"
9,"there"
9,"even"
9,"MadeInAlberta"
9,"platforms"
9,"like"
9,"RallyEngine"
9,""
9,"Its"
9,"hard"
9,"to"
9,"get"
9,"our"
9,"governments"
9,"to"
9,"put"
9,"it"
9,"to"
9,"use"
9,"ymmfire"
10,"Can"
10,"software"
10,"engineering"
10,"teach"
10,"us"
10,"about"
10,"communicating"
10,"in"
10,"a"
10,"crisis"
10,"SchulichENGG"
10,"studied"
10,"YMMfire"
10,"to"
10,"find"
10,"out"
10,"http"
10,"bitly2tGG8Ff"
11,"Need"
11,"key"
11,"info"
11,"in"
11,"a"
11,"disaster"
11,"U"
11,"of"
11,"C"
11,"researchers"
11,"say"
11,"there’s"
11,"no"
11,"app"
11,"for"
11,"that"
11,"ymmfire"
11,"http"
11,"lethbridgeheraldcomnewsnational"
11,"news20170619needkeyinfoinadisasteruofcresearcherssaytheresnoappforthat"
11,"…"
12,"Researchers"
12,"designed"
12,"a"
12,"program"
12,"that"
12,"searched"
12,"through"
12,"70000"
12,"tweets"
12,"related"
12,"to"
12,"the"
12,"ymmfire"
12,"http"
12,"glbncaGsp6UR"
13,"Researchers"
13,"designed"
13,"a"
13,"program"
13,"that"
13,"searched"
13,"through"
13,"70000"
13,"tweets"
13,"related"
13,"to"
13,"the"
13,"ymmfire"
13,"http"
13,"glbncaLsFMTo"
14,"Fort"
