"tweets","words"
1,"Ya"
1,"en"
1,"el"
1,"incendio"
1,"de"
1,"Fort"
1,"McMurray"
1,"ymmfire"
1,"algunos"
1,"bomberos"
1,"recordaban"
1,"su"
1,"estupor"
1,"al"
1,"ver"
1,"que"
1,"el"
1,"pirocúmulo"
1,"formado"
1,"creaba"
1,"rayos"
1,"que"
1,"iniciaban"
1,"nuevos"
1,"focos"
1,"a"
1,"sus"
1,"espaldas"
1,"Luego"
1,"se"
1,"vieron"
1,"cada"
1,"vez"
1,"mas"
1,"los"
1,"tornados"
1,"de"
1,"fuego"
1,"algo"
1,"que"
1,"no"
1,"era"
1,"nuevo"
1,"pero"
1,"sí"
1,"muy"
1,"poco"
1,"habitual"
2,"RachelNotley"
2,"albertaNDP"
2,"YourAlberta"
2,"LeahMcRorie"
2,"ymmfire"
2,"It"
2,"is"
2,"time"
2,"to"
2,"review"
2,"Rachel"
2,"Notleys"
2,"attitude"
2,"toward"
2,"Deaf"
2,""
2,"Accessibility"
2,"people"
2,"lately"
2,"about"
2,"Alberta"
2,"Emergency"
2,"events"
2,""
2,"ymmfire"
2,"Beautiful"
2,"AccessibilityLens"
2,"in"
2,"CarrFire"
2,"Update"
2,""
2,"LIVE"
2,"with"
2,"ASL"
2,"Interpreter"
2,"pictwittercom9nA4K1rLtw"
3,"Planting"
3,"trees"
3,"like"
3,"a"
3,"pro"
3,"Helping"
3,"rebuild"
3,"after"
3,"the"
3,"devastating"
3,"fires"
3,"of"
3,"2016"
3,"one"
3,"tree"
3,"at"
3,"a"
3,"time"
3,"FRIAA"
3,"ymm"
3,"albertawildfire"
3,"ymmfire"
3,"ableg"
3,"httpswww"
3,"instagramcompBlmcPTHjGAj"
3,"511eVjXNJ77YmrenuXXqfVHnk0utmsourceigtwittershareigshidci0irbhgld4x"
3,"…"
4,"I"
4,"have"
4,"noticed"
4,"about"
4,"Rachel"
4,"Notleys"
4,"attitude"
4,"toward"
4,"Deaf"
4,""
4,"Accessibility"
4,"people"
4,"lately"
4,"My"
4,"first"
4,"impression"
4,"of"
4,"Rachel"
4,"disregarding"
4,"about"
4,"Alberta"
4,"Emergency"
4,"events"
4,""
4,"ymmfire"
4,"without"
4,"Sign"
4,"Language"
4,"Interpreters"
4,"to"
4,"stand"
4,"beside"
4,"her"
4,"She"
4,"avoids"
4,"it"
4,"and"
4,"No"
4,"Accessibility"
4,"Office"
4,"AO"
4,"pictwittercomvklsyWoZdU"
