"tweets","words"
1,"doniveson"
1,"RT"
1,"YEGMayorOffice"
1,"1yr"
1,"since"
1,"the"
1,"ymmfire"
1,""
1,"Mayor"
1,"donivesons"
1,"message"
1,"to"
1,"evacuees"
1,"remains"
1,"true"
1,"You"
1,"ca…"
1,"https"
1,"twittercomiwebstatus8"
1,"58444732460027904"
1,"…"
2,"1yr"
2,"since"
2,"the"
2,"ymmfire"
2,""
2,"Mayor"
2,"doniveson"
2,"s"
2,"message"
2,"to"
2,"evacuees"
2,"remains"
2,"true"
2,"You"
2,"can"
2,"always"
2,"count"
2,"on"
2,"YEG"
2,""
2,"https"
2,"donivesonca20160506edm"
2,"ontonswelcomeofevacueesmorethanjustnumbers"
2,"…"
2,"yegcc"
2,"pictwittercomKhF2XtZDOA"
3,"As"
3,"we"
3,"approach"
3,"1"
3,"year"
3,"after"
3,"ymmfire"
3,""
3,"lots"
3,"to"
3,"read"
3,"lots"
3,"to"
3,"think"
3,"about"
3,"Cant"
3,"let"
3,"it"
3,"happen"
3,"again"
3,"keithgerein"
3,"pictwittercomu3xBeH0muM"
4,"Special"
4,"message"
4,"from"
4,"Jane"
4,"Goodall"
4,"for"
4,"WoodBuffaloRSF"
4,"participants"
4,"Gives"
4,"kudos"
4,"to"
4,"all"
4,"despite"
4,"ymmfire"
4,"ymm"
4,"pictwittercomGFrnwpdE27"
5,"Thanks"
5,"to"
5,"CmdrHadfield"
5,"for"
5,"the"
5,"special"
5,"WoodBuffaloRSF"
5,"message"
5,"Appreciating"
5,"ymm"
5,"students"
5,"and"
5,"teachers"
5,"succeeding"
5,"despite"
5,"YMMfire"
5,"ymm"
5,"pictwittercom5tcHm20nco"
6,"1"
6,"year"
6,"after"
6,"the"
6,"Fort"
6,"McMurray"
6,"wildfire"
6,"a"
6,"bride"
6,"who"
6,"fled"
6,"the"
6,"flames"
6,"reflects"
6,"on"
6,"the"
6,"past"
6,"12"
6,"months"
6,"ymmfire"
6,"ymm"
6,"http"
6,"glbncaRDUXXn"
7,"These"
7,"Fort"
7,"McMurray"
7,"cockatiels"
7,"fell"
7,"in"
7,"love"
7,"at"
7,"Sherwood"
7,"Park"
7,"bird"
7,"shelter"
7,"http"
7,"edmontonjournalcomnewslocalnew"
7,"sthesefortmcmurraycockatielsfellinloveatsherwoodparkbirdshelter"
7,"…"
7,"ymm"
7,"ymmfire"
7,"ymmstrong"
7,"yeg"
7,"pictwittercom3kP5zJwtkc"
8,"See"
8,"Fort"
8,"McMurray"
8,"in"
8,"photos"
8,"then"
8,"and"
8,"now"
8,""
8,"Macleans"
8,""
8,"ymm"
8,"ymmfire"
8,"yeg"
8,"yyc"
8,"httpwww"
8,"macleanscaphotographyse"
8,"efortmcmurraybeforeandafterthefire"
8,"…"
9,"One"
9,"year"
9,"after"
9,"the"
9,"ymmfire"
9,""
9,"we"
9,"look"
9,"back"
9,"and"
9,"were"
9,"thankful"
9,"for"
9,"support"
9,"that"
9,"poured"
9,"in"
9,"from"
9,"across"
9,"Canada"
9,"http"
9,"sunrgyxNQ530bgD46"
9,"pictwittercomA8uZ90L950"
10,"Babies"
10,"born"
10,"during"
10,"ymmfire"
10,""
10,"1yr"
10,"later"
10,"It"
10,"was"
10,"one"
10,"of"
10,"the"
10,"hardest"
10,"things"
10,"weve"
10,"had"
10,"to"
10,"go"
10,"through"
10,"httpwww"
10,"cbcca14082785"
11,"Check"
11,"out"
11,"my"
11,"interview"
11,"with"
11,"CBCDavid"
11,"on"
11,"PTSD"
11,"post"
11,"fire"
11,"http"
11,"bitly2qiIRUP"
11,"cbc"
11,"ymm"
11,"ymmfire"
11,"ptsd"
12,"A"
12,"rollercoaster"
12,"of"
12,"emotions"
12,"for"
12,"Fort"
12,"McMurray"
12,"man"
12,"who"
12,"lost"
12,"house"
12,"to"
12,"fire"
12,"then"
12,"won"
12,"lottery"
12,"ymm"
12,"ymmfire"
12,"httpwww"
12,"theglobeandmailcomnewsalbertaa"
12,"rollercoasterofemotionsforfortmcmurraymanwholosthomewonlotteryarticle34842550"
12,"…"
13,"When"
13,"the"
13,"cartoon"
13,"ymmfire"
13,"finally"
13,"burned"
13,"down"
13,"httpwww"
13,"macleanscanewswhenthe"
13,"cartoonfortmcmurrayfinallyburneddown"
13,"…"
13,"via"
13,"macleans"
14,"Great"
14,"opportunity"
14,"to"
14,"recognize"
14,"your"
14,"hero"
14,"that"
