"tweets","words"
1,"The"
1,"Fort"
1,"McMurray"
1,"ep"
1,"of"
1,"StillStandingTV"
1,"was"
1,"on"
1,"tv"
1,"last"
1,"night"
1,"and"
1,"I"
1,"watched"
1,"cause"
1,"my"
1,"brother"
1,"hadn’t"
1,"ever"
1,"seen"
1,"it"
1,"When"
1,"the"
1,"real"
1,"emotional"
1,"stuff"
1,"about"
1,"the"
1,"kids"
1,"dying"
1,"cane"
1,"up"
1,"I"
1,"grabbed"
1,"the"
1,"bag"
1,"of"
1,"cheesies"
1,"without"
1,"thinking"
1,"and"
1,"started"
1,"stuffing"
1,"my"
1,"face"
1,"evacfat"
1,"is"
1,"real"
1,"ymmfire"
2,"He"
2,"didn’t"
2,"come"
2,"visit"
2,"me"
2,"after"
2,"the"
2,"ymmfire"
2,""
2,"He’s"
2,"not"
2,"remotely"
2,"interested"
2,"in"
2,"getting"
2,"to"
2,"know"
2,"me"
2,"Not"
2,"before"
2,"the"
2,"cancer"
2,"and"
2,"certainly"
2,"not"
2,"now"
2,"I"
2,"don’t"
2,"know"
2,"why"
2,"it"
2,"still"
2,"hurts"
2,"I"
2,"don’t"
2,"know"
2,"why"
2,"I"
2,"still"
2,"let"
2,"it"
2,"hurt"
2,"me"
3,"The"
3,"YMMfire"
3,"impacted"
3,"a"
3,"lot"
3,"of"
3,"people"
3,"a"
3,"lot"
3,"of"
3,"different"
3,"ways"
3,"For"
3,"Tony"
3,"Bussey"
3,"it"
3,"ignited"
3,"a"
3,"passion"
3,"for"
3,"wellness"
3,"that"
3,"has"
3,"resulted"
3,"in"
3,"unparalleled"
3,"weight"
3,"loss"
3,"and"
3,"a"
3,"changed"
3,"life"
3,"Host"
3,"Russell"
3,"Thomas"
3,"will"
3,"visit"
3,"with"
3,"Tony"
3,"on"
3,"todays"
3,"episode"
3,"of"
3,"IMPACT"
3,"at"
3,"1030"
3,"am"
3,"on"
3,"911TheBridge"
3,""
3,"pictwittercomRPYkYl7jo6"
4,"The"
4,"ymmfire"
4,"ignited"
4,"a"
4,"passion"
4,"for"
4,"wellness"
4,"that"
4,"changed"
4,"Tony"
4,"Busseys"
4,"life"
4,"and"
4,"transformed"
4,"his"
4,"body"
4,"Well"
4,"hear"
4,"his"
4,"story"
4,"on"
4,"IMPACT"
4,"at"
4,"1030"
4,"on"
4,"911TheBridge"
4,""
4,"FMUnitedWay"
4,"FuseSocialYMM"
4,"ShawTVFortMc"
4,"ymmmagazine"
4,"ymm"
4,"pictwittercom71arp1Do8A"
