"tweets","words"
1,"Fort"
1,"McMurray"
1,"Artisan"
1,"participate"
1,"in"
1,"Spring"
1,"trade"
1,"show"
1,"hosted"
1,"by"
1,"Fort"
1,"McMurray"
1,"tourism"
1,"please"
1,"come"
1,"out"
1,"and"
1,"see"
1,"the"
1,"unique"
1,"items"
1,"we"
1,"have"
1,"ymmarts"
1,"YMMFire"
1,"ymmstrong"
1,"ymm"
1,"pictwittercomRUlOJ0wJAV"
2,"Spring"
2,"Picnic"
2,"for"
2,"families"
2,"who"
2,"lost"
2,"their"
2,"homes"
2,"or"
2,"whose"
2,"homes"
2,"had"
2,"severe"
2,"fire"
2,"damage"
2,"May"
2,"6"
2,"MacIsland"
2,"See"
2,"poster"
2,"for"
2,"registration"
2,"and"
2,"details"
2,"YMM"
2,"RMWB"
2,"NobleShannon2"
2,"YMMFire"
2,"pictwittercom1gAFyA2yvj"
3,"23"
3,"But"
3,"as"
3,"someone"
3,"who"
3,"lost"
3,"their"
3,"home"
3,"in"
3,"the"
3,"ymmfire"
3,""
3,"and"
3,"has"
3,"yet"
3,"to"
3,"move"
3,"back"
3,"to"
3,"their"
3,"rebuilt"
3,"property"
3,"I"
3,"can"
3,"say"
3,"without"
3,"hesitation"
4,"Subsidy"
4,"for"
4,"total"
4,"loss"
4,"or"
4,"severe"
4,"damage"
4,"from"
4,"ymmfire"
4,""
4,"RMWoodBuffalo"
4,"FMPSD"
4,"FMCSD"
4,"pictwittercomOQ9gZaC2qj"
5,"Thank"
5,"you"
5,"for"
5,"visiting"
5,"our"
5,"community"
5,"RachelNotley"
5,""
5,"Your"
5,"courage"
5,"and"
5,"conviction"
5,"are"
5,"always"
5,"inspiring"
5,"ymm"
5,"would"
5,"have"
5,"been"
5,"much"
5,"worse"
5,"off"
5,"if"
5,"your"
5,"kind"
5,"government"
5,"were"
5,"not"
5,"in"
5,"place"
5,"during"
5,"ymmfire"
6,"Congrats"
6,"to"
6,"CRC"
6,"dirtmover"
6,""
6,"Proud"
6,"to"
6,"work"
6,"with"
6,"such"
6,"talented"
6,"folks"
6,"and"
6,"for"
6,"the"
6,"awesome"
6,"work"
6,"on"
6,"the"
6,"ymmfire"
6,"demo"
6,"cleanup"
6,"environmentalwork"
6,"reclamation"
6,"remediation"
6,"civilconstruction"
6,"SafetyFirst"
7,"Haven’t"
7,"settled"
7,"your"
7,"insurance"
7,"claim"
7,"from"
7,"the"
7,"2016"
7,"Wood"
7,"Buffalo"
7,"wildfire"
7,"yet"
7,"Visit"
7,"httpwww"
7,"albertacawildfirerecov"
7,"eryrepairingrebuildingaspx"
7,"…"
7,"for"
7,"information"
7,"on"
7,"settling"
7,"your"
7,"insurance"
7,"claim"
7,"and"
7,"preserving"
7,"your"
7,"rights"
7,"beyond"
7,"the"
7,"2year"
7,"statutory"
7,"limitation"
7,"ymmfire"
7,"pictwittercomMOv2T2zrcr"
8,"These"
8,"legendary"
8,"humans"
8,"just"
8,"won"
8,"an"
8,"APEGASummit"
8,"Award"
8,"for"
8,"their"
8,"incredible"
8,"work"
8,"with"
8,"the"
8,"ymmfire"
8,"cleanup"
8,"905"
8,"sites"
8,"cleared"
8,"millions"
8,"of"
8,"kilos"
8,"of"
8,"charred"
8,"materials"
8,"70"
8,"of"
8,"it"
8,"repurposed"
8,"or"
8,"recycled"
8,"and"
8,"kept"
8,"out"
8,"of"
8,"landfills"
8,"pictwittercom1CdvDV9ht4"
8,"–"
8,"bei"
8,"Shaw"
8,"Conference"
8,"Centre"
9,"May"
9,"3"
9,"marks"
9,"two"
9,"years"
9,"since"
9,"the"
9,"start"
9,"of"
9,"the"
9,"2016"
9,"wildfire"
9,"in"
9,"ymm"
9,"and"
9,"the"
9,"Wood"
9,"Buffalo"
9,"region"
9,"If"
9,"your"
9,"insurance"
9,"claim"
9,"is"
9,"still"
9,"open"
9,"you"
9,"can"
9,"take"
9,"steps"
9,"to"
9,"settle"
9,"your"
9,"claim"
9,"and"
9,"preserve"
9,"your"
9,"rights"
9,"beyond"
9,"the"
9,"2year"
9,"statutory"
9,"limit"
9,"httpswww"
9,"albertacawildfirerecov"
9,"eryrepairingrebuildingaspx"
9,"…"
9,"ymmfire"
9,"pictwittercompzSKKDA4yP"
10,"So"
10,"very"
10,"tough"
10,"for"
10,"so"
10,"many"
10,"ymm"
10,"residents"
10,"through"
10,"no"
10,"fault"
10,"of"
10,"their"
10,"own"
10,"At"
10,"a"
10,"minimum"
10,"there"
10,"should"
10,"be"
10,"an"
10,"immediate"
10,"3"
10,"month"
10,"extension"
10,"as"
10,"they"
10,"were"
10,"not"
10,"allowed"
10,"back"
10,"for"
10,"so"
