"tweets","words"
1,"An"
1,"interesting"
1,"example"
1,"of"
1,"local"
1,"CSR"
1,"by"
1,"MNEs"
1,"in"
1,"a"
1,"disaster"
1,"context"
1,"Harvey2017"
1,"Similar"
1,"to"
1,"what"
1,"we"
1,"saw"
1,"in"
1,"ymmfire"
1,"http"
1,"thehillcomblogsblogbri"
1,"efingroom348348anheuserbuschsendswatercanstoharveyvictimsamp"
1,"…"
2,"What"
2,"we"
2,"take"
2,"and"
2,"what"
2,"we"
2,"leave"
2,"behind"
2,"Memorializing"
2,"Abasand"
2,"ymm"
2,"ymmfire"
2,"http"
2,"yourmcmurraymagazinecomindexphpopti"
2,"oncomk2viewitemid2006whatwetakeandwhatweleavebehindmemorializingabasandjune2016august2016Itemid780"
2,"…"
3,"StrathearnArtWalk"
3,"sponsor"
3,"Swift"
3,"Oilfiled"
3,"Supply"
3,"is"
3,"lending"
3,"us"
3,"the"
3,"same"
3,"trailer"
3,"we"
3,"used"
3,"last"
3,"year"
3,"for"
3,"our"
3,"Ymmfire"
3,"donation"
3,"drive"
3,""
3,"thanks"
4,"One"
4,"year"
4,"ago"
4,"today"
4,"was"
4,"a"
4,"beautiful"
4,"day"
4,"of"
4,"celebration"
4,"for"
4,"the"
4,"FMCSD"
4,"family"
4,"We"
4,"celebrated"
4,"Grad2016"
4,"at"
4,"home"
4,"WeAreFMCSD"
4,"ymm"
4,"ymmfire"
4,"pictwittercomQf9lwBJfgk"
5,"First"
5,"time"
5,"seeing"
5,"the"
5,"aftermath"
5,"of"
5,"the"
5,"YMMfire"
5,"for"
5,"myself"
5,"Sobering"
5,"http"
5,"ifttt2vWQ9ke"
5,"pictwittercombO6Z7BjAc1"
6,"470"
6,"days"
6,"between"
6,"The"
6,"Beast"
6,"and"
6,"being"
6,"a"
6,"home"
6,"owner"
6,"again"
6,"YMM"
6,"YMMFire"
6,"YMMRebuild"
6,"pictwittercomwMkR92QKoV"
7,"President"
7,"Macdonald"
7,"discussing"
7,"AlbertaFFA"
7,"role"
7,"in"
7,"the"
7,"ymmfire"
7,"at"
7,"the"
7,"2017"
7,"Redmond"
7,"IAFFRedmond17"
7,"pictwittercom2eYL6XBYSu"
8,"FMFA2494"
8,"President"
8,"Van"
8,"Hecke"
8,"sharing"
8,"his"
8,"experiences"
8,"during"
8,"the"
8,"ymmfire"
8,"at"
8,"the"
8,"IAFFRedmond17"
8,"pictwittercomPNznJG2xNU"
9,"With"
9,"wildfires"
9,"getting"
9,"bigger"
9,"faster"
9,"and"
9,"hotteris"
9,"this"
9,"the"
9,"new"
9,"normal"
9,"Well"
9,"discuss"
9,"exactly"
9,"that"
9,"at"
9,"11pm"
9,"wildfire"
9,"ymmfire"
10,"From"
10,"our"
10,"ftmcuglycat"
10,"to"
10,"yours"
10,"Happy"
10,"InternationalCatDay"
10,""
10,"ymm"
10,"ymmfire"
10,"FtMcUglyCat"
10,"https"
10,"twittercomStillStandingT"
10,"Vstatus894961067511619584"
10,"…"
11,"AB"
11,"man"
11,"loses"
11,"2"
11,"homes"
11,"in"
11,"2"
11,"wildfires"
11,"a"
11,"year"
11,"apart"
11,"Jason"
11,"Schurmans"
11,"Beacon"
11,"Hill"
11,"house"
11,"burned"
11,"down"
11,"in"
11,"ymmfire"
11,"2nd"
11,"home"
11,"lost"
11,"in"
11,"BCwildfire"
11,"pictwittercomGXlG1eKg5C"
12,"So"
12,"pretty"
12,"much"
12,"the"
12,"same"
12,"SFA"
12,"from"
12,"Trudeau"
12,"for"
12,"bcwildfires"
12,"as"
12,"ymmfire"
12,"got"
12,"FTMac"
12,"sill"
12,"waiting"
12,"for"
12,""
12,"pm"
12,"socks"
12,"promised"
13,"shrug"
13,"if"
13,"KikkiPlanet"
13,"s"
13,"not"
13,"sorry"
13,"for"
13,"singal"
13,"boosting"
13,"libel"
13,"about"
13,"a"
13,"ymmfire"
13,"fundraiser"
13,"Im"
13,"not"
13,"sorry"
13,"for"
13,"mocking"
13,"her"
13,"unimpressive"
13,"CV"
13,"pictwittercomqXpMPVeqDJ"
14,"Lesson"
14,"learned"
14,"with"
14,"total"
14,"losses"
14,"from"
14,"ymmfire"
14,"truth"
14,"https"
14,"twittercomtheminimalists"
14,"status893768292795650048"
14,"…"
15,"My"
15,"goal"
15,"for"
15,"today"
15,"is"
15,"to"
15,"finish"
15,"reading"
15,"all"
15,"of"
15,"this"
15,"momlife"
15,"ymm"
15,"goals"
15,"summerreading"
15,"ymmfire"
15,"httpswww"
15,"instagramcompBXTJkJeDCJs"
