"tweets","words"
1,"Join"
1,"me"
1,"on"
1,"Tuesday"
1,"Nov"
1,"1"
1,"wbrlab"
1,"for"
1,"the"
1,"launch"
1,"of"
1,"the"
1,"Fire"
1,"and"
1,"Sky"
1,"anthology"
1,"How"
1,"poetry"
1,"captures"
1,"ymmfire"
1,"ymm"
1,"ymmarts"
1,"ArtsCouncilWB"
1,"pictwittercomL0ppveb1mf"
2,"whiskey"
2,"stills"
2,"ymm"
2,"ymmfire"
2,"video"
2,"ilovemyjob"
2,"pictwittercoml4fjtzjrfq"
3,"http"
3,"mhuffpostcomcaentry12662"
3,"124"
3,"…"
3,"ymmfire"
3,"whiskey"
3,"https"
3,"twittercomjleetherealme"
3,"status792189112375648256"
3,"…"
4,"Filming"
4,"the"
4,"distilling"
4,"launch"
4,"of"
4,"the"
4,"Beast"
4,"whiskey"
4,"made"
4,"from"
4,"malt"
4,"that"
4,"was"
4,"smoked"
4,"by"
4,"the"
4,"ymm"
4,"ymmfire"
4,"pictwittercomEw43lWeVc0"
5,"MooseHavenLodge"
5,"Thank"
5,"you"
5,"for"
5,"all"
5,"the"
5,"support"
5,"and"
5,"help"
5,"offered"
5,"during"
5,"ymmfire"
5,"evacuation"
6,"Nathan"
6,"Berube"
6,"reads"
6,"his"
6,"poem"
6,"Ash"
6,"Wednesday"
6,"inspired"
6,"by"
6,"ymmfire"
6,"ymm"
6,"pictwittercomyLNuTIt6wy"
7,"Une"
7,"cérémonie"
7,"pour"
7,"rendre"
7,"hommage"
7,"aux"
7,"premiers"
7,"répondants"
7,"du"
7,"ymmfire"
7,"à"
7,"Fort"
7,"McMurray"
7,"est"
7,"organisée"
7,"à"
7,"Edmonton"
7,"lundi"
7,"par"
7,"le"
7,"gouvernement"
8,"So"
8,"exciting"
8,"classified"
8,"is"
8,"coming"
8,"to"
8,"ymm"
8,""
8,"raising"
8,"money"
8,"for"
8,"us"
8,"httpwww"
8,"classifiedofficialcom"
8,"ymmstrong"
8,"ymmfire"
8,"pictwittercomlS4id4H7u5"
9,"Insured"
9,"losses"
9,"of"
9,"2016"
9,"FortMac"
9,"ymmfire"
9,"range"
9,"from"
9,"3647B"
9,"USD"
9,"far"
9,"in"
9,"excess"
9,"of"
9,"anything"
9,"seen"
9,"before"
9,"in"
9,"Canada"
9,"httpwww"
9,"castanetnetnewsKelowna1"
9,"79323AlleyesonFortMac"
9,"…"
10,"Fort"
10,"McMurray"
10,"wildfire"
10,"Calls"
10,"for"
10,"2nd"
10,"highway"
10,"out"
10,"of"
10,"ymm"
10,"after"
10,"88K"
10,"near"
10,"misses"
10,"during"
10,"ymmfire"
10,"mass"
10,"exodus"
10,"yeg"
10,"http"
10,"glbncaJbl9th"
11,"Flashbackfriday"
11,"to"
11,"working"
11,"through"
11,"all"
11,"this"
11,"photojournalism"
11,"photos"
11,"photography"
11,"ymmfire"
11,"…"
11,"httpswww"
11,"instagramcompBMGoCi2hbDm"
12,"Please"
12,"share"
12,"Time"
12,"sensitive"
12,"information"
12,"for"
12,"the"
12,"uninsuredunderinsured"
12,"victims"
12,"of"
12,"ymm"
12,"wildfire"
12,"ymmfire"
12,"pictwittercom5ETGkLcLZr"
13,"WATCH"
13,"BillFortierCTV"
13,"has"
13,"the"
13,"story"
13,"behind"
13,"The"
13,"Beast"
13,"whisky"
13,"from"
13,"WoodBuffaloBrew"
13,""
13,"http"
13,"edmontonctvnewscavideoclipId9"
13,"82157binId11203428playlistPageNum1"
13,"…"
13,"yeg"
13,"ymm"
13,"ymmfire"
14,"Proud"
14,"of"
14,"my"
14,"brother"
14,"Hoff"
14,"ymmfire"
14,"fighter"
14,"https"
14,"twittercomYourAlbertast"
14,"atus791395786550448128"
14,"…"
15,"MT"
15,"RachelNotley"
15,""
15,"Hearing"
15,"ymm"
15,"social"
15,"services"
15,"sector"
15,"Helping"
15,"others"
15,"while"
15,"coping"
15,"with"
15,"their"
15,"own"
15,"ymmfire"
15,"aftermath"
15,"pictwittercomzPS0ecyhZ9"
16,"News"
16,"Release"
16,"BigSteelBox"
16,"opens"
16,"in"
16,"Fort"
16,"McMurray"
16,"for"
16,"35"
16,"billion"
16,"rebuild"
16,"FortMcMurray"
16,"ymmfire"
16,"http"
16,"owlyPOnL305BF4G"
16,"pictwittercomcLKm4wxX3g"
17,"The"
17,"Beast"
17,""
17,"un"
17,"whiskey"
17,"pour"
17,"les"
17,"sinistrés"
17,"de"
17,"FortMcMurray"
17,""
17,"Le"
17,"café"
17,"show"
17,"http"
17,"iciradiocanadacaemissionslec"
17,"afeshow20152016chroniqueaspidChronique420305"
17,"…"
17,"ymmfire"
17,"pictwittercomSXGTbIoR3F"
18,"Wont"
18,"the"
18,"whiskey"
18,"have"
18,"toxins"
18,"in"
18,"it"
18,"ymmfire"
19,"ICYMI"
19,"Fort"
19,"McMurray"
19,"area"
19,"overpass"
19,"named"
19,"Responders"
19,"Way"
19,"for"
19,"efforts"
19,"during"
19,"ymmfire"
19,""
19,"Abgov"
19,"http"
