"tweets","words","sentiment"
1,"This",NA
1,"seems","uncertainty"
1,"good","anticipation"
1,"good","joy"
1,"good","positive"
1,"good","surprise"
1,"good","trust"
1,"good","positive"
1,"good",NA
1,"good","positive"
1,"No",NA
1,"reason","positive"
1,"people",NA
1,"from",NA
1,"YMMfire",NA
1,"who",NA
1,"lost","negative"
1,"lost","sadness"
1,"lost","negative"
1,"lost",NA
1,"lost","negative"
1,"everything",NA
1,"should",NA
1,"be",NA
1,"kicked",NA
1,"while",NA
1,"theyre",NA
1,"down",NA
1,"by",NA
1,"tariffs",NA
1,"http",NA
1,"lethbridgeheraldcombusiness2017",NA
1,"0227fortmcmurrayaltahomeownerstobecompensatedforhikeddrywallduties",NA
1,"…",NA
2,"Victims",NA
2,"of",NA
2,"the",NA
2,"Fort",NA
2,"McMurray",NA
2,"fure",NA
2,"will",NA
2,"be",NA
2,"paid",NA
2,"back",NA
2,"for",NA
2,"duties",NA
2,"on",NA
2,"drywall",NA
2,"they",NA
2,"needed",NA
2,"for",NA
2,"home",NA
2,"repairs",NA
2,"ymmfire",NA
2,"httpwww",NA
2,"cbccanewsbusiness",NA
2,"ottawadrywallmorneau14000708cmprss",NA
2,"…",NA
3,"",NA
3,"they",NA
3,"werent",NA
3,"Wildfires",NA
3,"they",NA
3,"were",NA
3,"geoengineering",NA
3,"d",NA
3,"of",NA
3,"course",NA
3,"most",NA
3,"cdnpoli",NA
3,"would",NA
3,"rather",NA
3,"not",NA
3,"know",NA
3,"ymmfire",NA
3,"pictwittercomMTJ414czPe",NA
4,"Minister",NA
4,"of",NA
4,"Finance",NA
4,"BillMorneau",NA
4,"in",NA
4,"ymm",NA
4,"to",NA
4,"make",NA
4,"an",NA
4,"important","positive"
4,"important","trust"
4,"important","positive"
4,"important",NA
4,"announcement","anticipation"
4,"on",NA
4,"support","positive"
4,"support",NA
4,"for",NA
4,"residents",NA
4,"rebuilding",NA
4,"after",NA
4,"the",NA
4,"YMMFire",NA
4,"pictwittercom6cCNmOBfK8",NA
5,"Curious",NA
5,"to",NA
5,"see",NA
5,"what",NA
5,"the",NA
5,"Fort",NA
5,"McMurray",NA
5,"fire","fear"
5,"fire",NA
5,"rebuild",NA
5,"looks",NA
5,"like","positive"
5,"like",NA
5,"Check",NA
5,"out",NA
5,"these",NA
5,"aerial",NA
5,"panos",NA
5,"http",NA
5,"uavnorthcafortmcmurray",NA
5,"firerebuildaerialpanoramicphotos",NA
5,"…",NA
5,"yeg",NA
5,"ymm",NA
5,"ymmfire",NA
5,"pictwittercomQtY9KJ5X94",NA
6,"Bill",NA
6,"Morneau",NA
6,"to",NA
6,"announce",NA
6,"drywall",NA
6,"tariff","anger"
6,"tariff","disgust"
6,"tariff","negative"
6,"changes",NA
6,"targeting",NA
6,"Fort",NA
6,"McMurray",NA
6,"fire","fear"
6,"fire",NA
6,"victims",NA
6,"victims","negative"
6,"httpwww",NA
6,"cbccanewsbusiness",NA
6,"ottawadrywallmorneau14000708",NA
6,"…",NA
6,"ymm",NA
6,"ymmfire",NA
6,"FortMacFire",NA
7,"20MM",NA
7,"in",NA
7,"govt",NA
7,"aid","positive"
7,"only",NA
7,"highlights",NA
7,"massive",NA
7,"gap","negative"
7,"between",NA
7,"insured",NA
7,"losses","negative"
7,"losses","negative"
7,"",NA
7,"total",NA
7,"",NA
7,"impact",NA
7,"of",NA
7,"YMMfire",NA
7,"extremeweather",NA
7,"https",NA
7,"lnkdineYvC5sv",NA
8,"Nine",NA
8,"months",NA
8,"after",NA
8,"the",NA
8,"Fort",NA
8,"McMurray",NA
8,"fire","fear"
8,"fire",NA
8,"city",NA
8,"showing",NA
8,"signs",NA
8,"of",NA
8,"a",NA
8,"baby","joy"
8,"baby","positive"
8,"boom","positive"
8,"boom","positive"
8,"http",NA
8,"tribalLDdQEcX",NA
8,"From",NA
8,"globemartyk",NA
8,"ymmfire",NA
8,"pictwittercomauJ7Otg7OW",NA
9,"Nine",NA
9,"months",NA
9,"after",NA
9,"the",NA
9,"Fort",NA
9,"McMurray",NA
9,"fire","fear"
9,"fire",NA
9,"city",NA
9,"showing",NA
