"tweets","words","sentiment"
1,"Not",NA
1,"just",NA
1,"insurance",NA
1,"companies",NA
1,"though",NA
1,"I",NA
1,"had",NA
1,"a",NA
1,"build","positive"
1,"contract","litigious"
1,"with",NA
1,"novhausmovement",NA
1,"which",NA
1,"they",NA
1,"failed","negative"
1,"failed",NA
1,"failed","negative"
1,"to",NA
1,"fulfill","joy"
1,"fulfill","positive"
1,"fulfill",NA
1,"Now",NA
1,"they",NA
1,"have",NA
1,"over",NA
1,"100000",NA
1,"of",NA
1,"my",NA
1,"insurance",NA
1,"settlement","litigious"
1,"",NA
1,"are",NA
1,"unwilling","negative"
1,"unwilling","negative"
1,"unable","negative"
1,"unable","sadness"
1,"unable","negative"
1,"unable","negative"
1,"to",NA
1,"give",NA
1,"it",NA
1,"back",NA
1,"because",NA
1,"theyre",NA
1,"seemingly",NA
1,"on",NA
1,"their",NA
1,"way",NA
1,"to",NA
1,"bankruptcy","anger"
1,"bankruptcy","disgust"
1,"bankruptcy","fear"
1,"bankruptcy","negative"
1,"bankruptcy","sadness"
1,"bankruptcy","negative"
1,"ymm",NA
1,"ymmfire",NA
2,"Students",NA
2,"still",NA
2,"dealing",NA
2,"with",NA
2,"mental",NA
2,"illness","fear"
2,"illness","negative"
2,"illness","sadness"
2,"illness","negative"
2,"illness",NA
2,"after",NA
2,"2016",NA
2,"Fort",NA
2,"McMurray",NA
2,"fires",NA
2,"study","positive"
2,"",NA
2,"http",NA
2,"owlyzEQA30nt944",NA
2,"http",NA
2,"owly6ItE30nt943",NA
2,"FortMacStrong",NA
2,"ymmfire",NA
2,"ABfire",NA
2,"resilience",NA
2,"HT",NA
2,"firebobbc",NA
3,"For",NA
3,"anyone",NA
3,"who",NA
3,"thinks",NA
3,"ymmfire",NA
3,"recovery","positive"
3,"recovery","positive"
3,"is",NA
3,"over",NA
3,"and",NA
3,"we",NA
3,"should",NA
3,"just",NA
3,"get",NA
3,"on",NA
3,"with",NA
3,"it",NA
3,"dont",NA
3,"really",NA
3,"understand",NA
3,"the",NA
3,"challenges","negative"
3,"in",NA
3,"ymm",NA
3,"",NA
3,"https",NA
3,"twittercomFortMacTodays",NA
3,"tatus1085339272067014657",NA
3,"…",NA
4,"My",NA
4,"reaction",NA
4,"confirms",NA
4,"what",NA
4,"I",NA
4,"learned",NA
4,"after",NA
4,"losing","anger"
4,"losing","negative"
4,"losing","sadness"
4,"losing","negative"
4,"losing",NA
4,"losing","negative"
4,"everything",NA
4,"in",NA
4,"the",NA
4,"ymmfire",NA
4,"We",NA
4,"place",NA
4,"a",NA
4,"lot",NA
4,"of",NA
4,"emotion",NA
4,"in",NA
4,"our",NA
4,"things",NA
4,"but",NA
4,"once",NA
4,"it’s",NA
4,"all",NA
4,"gone",NA
4,"we",NA
4,"realize",NA
4,"how",NA
4,"much",NA
4,"we",NA
4,"didn’t",NA
4,"need",NA
4,"choosing",NA
4,"to",NA
4,"only",NA
4,"replace",NA
4,"essentialsAlso",NA
4,"that",NA
4,"the",NA
4,"things",NA
4,"you",NA
4,"do",NA
4,"have",NA
4,"should",NA
4,"bring",NA
4,"great","positive"
4,"great",NA
4,"great","positive"
4,"joy","joy"
4,"joy","positive"
4,"joy","positive"
4,"joy",NA
4,"lessismore",NA
