"tweets","words","sentiment"
1,"Fort",NA
1,"McMurray",NA
1,"rebuild",NA
1,"happening",NA
1,"too",NA
1,"quickly",NA
1,"and",NA
1,"cheaply","negative"
1,"KPMG",NA
1,"review",NA
1,"finds",NA
1,"YMM",NA
1,"YMMfire",NA
1,"https",NA
1,"betatheglobeandmailcomnewsbritishc",NA
1,"olumbiafortmcmurrayrebuildhappeningtooquicklyandcheaplyreviewfindsarticle35825730",NA
1,"…",NA
2,"FeelGoodFriday",NA
2,"YouMakeMeFeel",NA
2,"ymmfire",NA
2,"Yarmouth",NA
2,"runtothetruth",NA
2,"sataniclegalcult",NA
2,"BCCRSS",NA
2,"",NA
2,"ilovethebccrss",NA
2,"https",NA
2,"bccrsswordpresscom",NA
3,"There",NA
3,"wasnt",NA
3,"enough","positive"
3,"warning","fear"
3,"warning","negative"
3,"warning",NA
3,"warning","negative"
3,"Residents",NA
3,"",NA
3,"officials",NA
3,"respond",NA
3,"to",NA
3,"latest",NA
3,"report",NA
3,"on",NA
3,"lessons",NA
3,"learned",NA
3,"from",NA
3,"ymmfire",NA
3,"http",NA
3,"glbncabkqs3C",NA
3,"ymm",NA
4,"There",NA
4,"wasnt",NA
4,"enough","positive"
4,"warning","fear"
4,"warning","negative"
4,"warning",NA
4,"warning","negative"
4,"Residents",NA
4,"",NA
4,"officials",NA
4,"respond",NA
4,"to",NA
4,"latest",NA
4,"report",NA
4,"on",NA
4,"lessons",NA
4,"learned",NA
4,"from",NA
4,"ymmfire",NA
4,"http",NA
4,"glbnca9LFAxg",NA
4,"ymm",NA
5,"There",NA
5,"wasnt",NA
5,"enough","positive"
5,"warning","fear"
5,"warning","negative"
5,"warning",NA
5,"warning","negative"
5,"Residents",NA
5,"",NA
5,"officials",NA
5,"respond",NA
5,"to",NA
5,"latest",NA
5,"report",NA
5,"on",NA
5,"lessons",NA
5,"learned",NA
5,"from",NA
5,"ymmfire",NA
5,"http",NA
5,"glbncaQoIXw7",NA
5,"ymm",NA
6,"Prevention",NA
6,"disaster","anger"
6,"disaster","disgust"
6,"disaster","fear"
6,"disaster","negative"
6,"disaster","sadness"
6,"disaster","surprise"
6,"disaster","negative"
6,"disaster",NA
6,"disaster","negative"
6,"management","positive"
6,"management","trust"
6,"key",NA
6,"lessons",NA
6,"from",NA
6,"Fort",NA
6,"McMurray",NA
6,"wildfire","fear"
6,"wildfire","negative"
6,"wildfire","sadness"
6,"wildfire","surprise"
6,"report",NA
6,"",NA
6,"httpwww",NA
6,"660newscom20170727pre",NA
6,"ventiondisastermanagementkeylessonsfortmcmurraywildfirereport",NA
6,"…",NA
6,"ymm",NA
6,"ymmfire",NA
6,"pictwittercomQw9NE0Az2v",NA
7,"bcwildfire",NA
7,"bcwildfires",NA
7,"ymmfire",NA
7,"lessonslearned",NA
7,"https",NA
7,"twittercomCBCEdmontonst",NA
7,"atus890618296973881344",NA
7,"…",NA
8,"Unified",NA
8,"command",NA
8,"could","uncertainty"
8,"have",NA
8,"been",NA
8,"should",NA
8,"have",NA
8,"been",NA
8,"better","positive"
8,"better",NA
8,"better","positive"
8,"says",NA
8,"working","positive"
8,"on",NA
8,"making",NA
8,"that",NA
8,"better","positive"
8,"better",NA
8,"better","positive"
8,"w",NA
8,"relationship",NA
8,"wAB",NA
8,"Forestry",NA
8,"ymmfire",NA
9,"ymmfire",NA
9,"report",NA
9,"also",NA
9,"recommends",NA
9,"use",NA
9,"of",NA
9,"Incident",NA
9,"Command",NA
9,"System",NA
9,"during",NA
9,"emerg",NA
9,"to",NA
9,"ensure",NA
9,"single",NA
9,"point",NA
9,"of",NA
9,"command",NA
9,"pictwittercom7hzz8mnhez",NA
10,"Fire",NA
10,"Chief",NA
10,"Jody",NA
10,"Butz",NA
10,"says",NA
10,"some",NA
10,"hard","negative"
10,"hard",NA
10,"truths",NA
10,"emerged",NA
10,"through",NA
10,"this",NA
10,"process",NA
10,"but",NA
10,"will",NA
10,"embrace","anticipation"
10,"embrace","joy"
10,"embrace","positive"
10,"embrace","surprise"
10,"embrace","trust"
10,"embrace",NA
10,"them",NA
10,"as",NA
10,"catalyst",NA
10,"to",NA
10,"change","fear"
10,"ymmfire",NA
11,"CAO",NA
11,"says",NA
11,"this",NA
11,"report",NA
11,"is",NA
11,"not",NA
11,"about",NA
11,"laying",NA
11,"blame","anger"
11,"blame","disgust"
11,"blame","negative"
11,"blame","negative"
11,"blame",NA
11,"ymmfire",NA
12,"Report",NA
12,"on",NA
12,"ymmfire",NA
12,"also",NA
12,"suggests","uncertainty"
12,"removing",NA
12,"Dir",NA
12,"of",NA
12,"Emerg",NA
12,"Mgmt",NA
12,"from",NA
12,"Fire",NA
12,"Chiefs",NA
12,"duties",NA
12,"so",NA
12,"chief",NA
12,"can",NA
12,"focus","positive"
12,"on",NA
12,"fire","fear"
12,"fire",NA
12,"pictwittercom18UUKJev83",NA
13,"Report",NA
13,"calls","anticipation"
13,"calls","negative"
13,"calls","trust"
13,"for",NA
13,"more",NA
13,"evacuation","negative"
13,"planning","anticipation"
13,"planning","positive"
13,"planning","trust"
13,"training",NA
13,"and",NA
13,"communication","trust"
13,"It",NA
13,"also",NA
13,"recommends",NA
13,"a",NA
13,"pet","negative"
13,"rescue","anticipation"
13,"rescue","joy"
13,"rescue","positive"
13,"rescue","surprise"
13,"rescue","trust"
13,"rescue",NA
13,"program",NA
13,"ymmfire",NA
14,"May",NA
14,"3",NA
14,"230",NA
14,"pm",NA
14,"–",NA
14,"fire","fear"
14,"fire",NA
14,"entered",NA
14,"Fort",NA
14,"McMurray",NA
14,"mandatory",NA
14,"mandatory","constraining"
14,"evacuation","negative"
