"tweets","words","sentiment"
1,"just",NA
1,"look",NA
1,"up",NA
1,"old",NA
1,"ymmfire",NA
1,"tweets",NA
1,"to",NA
1,"see",NA
1,"the",NA
1,"utter",NA
1,"condemnation","anger"
1,"condemnation","anticipation"
1,"condemnation","disgust"
1,"condemnation","fear"
1,"condemnation","negative"
1,"condemnation","sadness"
1,"condemnation","negative"
1,"condemnation",NA
1,"condemnation","negative"
1,"of",NA
1,"JustinTrudeau",NA
1,"not",NA
1,"rushing",NA
1,"to",NA
1,"ymm",NA
1,"by",NA
1,"conservatives",NA
2,"Thats",NA
2,"not",NA
2,"true","joy"
2,"true","positive"
2,"true","trust"
2,"true",NA
2,"Many",NA
2,"in",NA
2,"ymm",NA
2,"are",NA
2,"very",NA
2,"grateful","positive"
2,"grateful","positive"
2,"grateful",NA
2,"for",NA
2,"the",NA
2,"support","positive"
2,"support",NA
2,"JustinTrudeau",NA
2,"and",NA
2,"the",NA
2,"LPC",NA
2,"provided",NA
2,"to",NA
2,"ymm",NA
2,"after",NA
2,"the",NA
2,"ymmfire",NA
2,"",NA
3,"Kathleen",NA
3,"Smith",NA
3,"meanwhile",NA
3,"is",NA
3,"holding",NA
3,"a",NA
3,"grudge","anger"
3,"grudge","negative"
3,"grudge","negative"
3,"because",NA
3,"I",NA
3,"pointed",NA
3,"out",NA
3,"to",NA
3,"her",NA
3,"that",NA
3,"slanderous","negative"
3,"slanderous","negative"
3,"slanderous","negative"
3,"commentary",NA
3,"about",NA
3,"a",NA
3,"ymmfire",NA
3,"charity","joy"
3,"charity","positive"
3,"fundraiser",NA
3,"",NA
3,"slanderous","negative"
3,"slanderous","negative"
3,"slanderous","negative"
3,"commentary",NA
3,"that",NA
3,"she",NA
3,"was",NA
3,"cheering","joy"
3,"cheering","positive"
3,"cheering",NA
3,"on",NA
3,"",NA
3,"disseminating",NA
3,"",NA
3,"was",NA
3,"libelous",NA
3,"libelous","litigious"
3,"ABleg",NA
3,"ABpoli",NA
4,"I",NA
4,"am",NA
4,"delighted","anticipation"
4,"delighted","joy"
4,"delighted","positive"
4,"delighted","surprise"
4,"delighted","positive"
4,"delighted",NA
4,"delighted","positive"
4,"that",NA
4,"SSCCA",NA
4,"employees",NA
4,"were",NA
4,"nominated",NA
4,"for",NA
4,"the",NA
4,"Public",NA
4,"Service",NA
4,"Award",NA
4,"for",NA
4,"Excellence",NA
4,"Congratulations",NA
4,"to",NA
4,"Bond",NA
4,"Hardie",NA
4,"who",NA
4,"won","positive"
4,"won",NA
4,"an",NA
4,"award","anticipation"
4,"award","joy"
4,"award","positive"
4,"award","surprise"
4,"award","trust"
4,"award","positive"
