"tweets","words","sentiment"
1,"First",NA
1,"Nations",NA
1,"left",NA
1,"out",NA
1,"of",NA
1,"Fort",NA
1,"McMurray",NA
1,"fire","fear"
1,"fire",NA
1,"response",NA
1,"Indigenousled",NA
1,"report",NA
1,"says",NA
1,"By",NA
1,"row1960",NA
1,"ymmfire",NA
1,"ymm",NA
1,"httpswww",NA
1,"theglobeandmailcomcanadaarticle",NA
1,"firstnationsleftoutofmcmurrayfireresponseindigenousled",NA
1,"…",NA
2,"Excited",NA
2,"that",NA
2,"the",NA
2,"Indigenous",NA
2,"Wildfire",NA
2,"Research",NA
2,"project",NA
2,"we",NA
2,"had",NA
2,"the",NA
2,"opportunity","anticipation"
2,"opportunity","positive"
2,"opportunity",NA
2,"opportunity","positive"
2,"to",NA
2,"work","positive"
2,"on",NA
2,"was",NA
2,"featured",NA
2,"by",NA
2,"Mix1037FMNews",NA
2,"McMurray",NA
2,"Matters",NA
2,"yesterday",NA
2,"If",NA
2,"you",NA
2,"havent",NA
2,"had",NA
2,"a",NA
2,"chance","surprise"
2,"chance",NA
2,"please",NA
2,"give",NA
2,"it",NA
2,"a",NA
2,"listen",NA
2,"http",NA
2,"cfvrstreamonfmlistenpl3199",NA
2,"smc5",NA
2,"…",NA
2,"ymm",NA
2,"ymmfire",NA
2,"Métis",NA
2,"FirstNatons",NA
3,"Great",NA
3,"work","positive"
3,"jarynvecchio",NA
3,"",NA
3,"ymm",NA
3,"ymmfire",NA
3,"Mix1037FMNews",NA
3,"https",NA
3,"twittercomMix1037FMNews",NA
3,"status1056982259851452417",NA
3,"…",NA
4,"Glad",NA
4,"this",NA
4,"research",NA
4,"project",NA
4,"is",NA
4,"being",NA
4,"made",NA
4,"public","anticipation"
4,"public","positive"
4,"Great",NA
4,"work","positive"
4,"allanbadam",NA
4,"",NA
4,"mcmurraymetis",NA
4,"",NA
4,"Bill",NA
4,"and",NA
4,"willowspringsss",NA
4,"Tim",NA
4,"ymm",NA
4,"ymmfire",NA
4,"https",NA
4,"twittercomMix1037FMNews",NA
4,"status1056982259851452417",NA
4,"…",NA
5,"New",NA
5,"monument","positive"
5,"unveiled",NA
5,"at",NA
5,"KeyanoCollege",NA
5,"recognizes",NA
5,"spirit","positive"
5,"spirit",NA
5,"strength","positive"
5,"strength","trust"
5,"strength",NA
5,"strength","positive"
5,"and",NA
5,"resiliency",NA
5,"of",NA
5,"Wood",NA
5,"Buffalo",NA
5,"http",NA
5,"owlyH36z30mq0HN",NA
5,"ymm",NA
5,"ymmfire",NA
5,"rmwb",NA
5,"pictwittercomizfpmtGcsI",NA
6,"MeganMcKenny",NA
6,"FMCSD",NA
6,"and",NA
6,"Candace",NA
6,"Denison",NA
6,"of",NA
6,"Foothills",NA
6,"School",NA
6,"Division",NA
6,"on",NA
6,"High",NA
6,"River",NA
6,"Flood",NA
6,"and",NA
6,"YMMFire",NA
6,"",NA
6,"Mental",NA
6,"Health",NA
6,"Recovery",NA
6,"CACEcon2018",NA
6,"caceacace",NA
6,"pictwittercomHxcg659aVJ",NA
7,"RT",NA
7,"albertaNDP",NA
7,"RT",NA
7,"DanielleLarivee",NA
7,"Craig",NA
7,"MacDonald",NA
7,"prez",NA
7,"of",NA
7,"AB",NA
7,"Firefighters",NA
7,"Assoc",NA
7,"talks",NA
7,"about",NA
7,"albertaNDP",NA
7,"policies",NA
7,"min",NA
7,"wage",NA
7,"labour",NA
7,"code",NA
7,"opioid",NA
7,"crisis","negative"
7,"crisis","negative"
7,"crisis",NA
7,"crisis","negative"
7,"But",NA
7,"he",NA
7,"talks",NA
7,"about",NA
7,"the",NA
7,"ymmfire",NA
7,"",NA
7,"“After",NA
7,"everyone",NA
7,"left",NA
7,"RachelNotley",NA
7,"showed",NA
7,"up",NA
7,"It",NA
7,"showed",NA
7,"us",NA
7,"w…",NA
7,"pictwittercomQ8rsv6bUI0",NA
7,"ymmfire1056595010924277761",NA
8,"Craig",NA
8,"MacDonald",NA
8,"prez",NA
8,"of",NA
8,"AB",NA
8,"Firefighters",NA
8,"Assoc",NA
8,"talks",NA
8,"about",NA
8,"albertaNDP",NA
8,"policies",NA
8,"min",NA
8,"wage",NA
8,"labour",NA
8,"code",NA
8,"opioid",NA
8,"crisis","negative"
8,"crisis","negative"
8,"crisis",NA
8,"crisis","negative"
8,"But",NA
8,"he",NA
8,"talks",NA
8,"about",NA
8,"the",NA
8,"ymmfire",NA
8,"",NA
8,"“After",NA
8,"everyone",NA
8,"left",NA
8,"RachelNotley",NA
8,"showed",NA
8,"up",NA
8,"It",NA
8,"showed",NA
8,"us",NA
8,"what",NA
8,"kind","joy"
8,"kind","positive"
8,"kind","trust"
8,"kind",NA
8,"of",NA
8,"leader","positive"
8,"leader","trust"
8,"she",NA
8,"was”",NA
8,"ableg",NA
8,"abpoli",NA
8,"FightingForYou",NA
8,"pictwittercomoGmKxkr12N",NA
9,"httpswww",NA
9,"facebookcomsheilapearcec",NA
9,"hampionvideos10156339710033124",NA
9,"…",NA
9,"LailaGoodridge",NA
9,"TanyYao",NA
9,"jkenney",NA
9,"RachelNotley",NA
9,"DonaldKScott",NA
9,"Please",NA
9,"help",NA
9,"ymm",NA
9,"abpoli",NA
9,"ymmfire",NA
10,"Congrats",NA
10,"to",NA
10,"KeleighCMC",NA
10,"",NA
10,"PierreCMC",NA
10,"",NA
10,"and",NA
10,"GlobalJump",NA
10,"on",NA
10,"winning","anticipation"
10,"winning","disgust"
10,"winning","joy"
10,"winning","positive"
10,"winning","sadness"
10,"winning","surprise"
10,"winning","trust"
10,"winning","positive"
10,"winning",NA
10,"winning","positive"
10,"a",NA
10,"Global",NA
10,"Silver",NA
10,"Award",NA
10,"at",NA
10,"the",NA
10,"2018",NA
10,"Constantinus",NA
10,"Awards",NA
10,"Read",NA
10,"more",NA
10,"about",NA
10,"their",NA
10,"amazing","positive"
10,"amazing",NA
10,"work","positive"
10,"on",NA
10,"the",NA
10,"Back",NA
10,"to",NA
10,"Business",NA
10,"Coaching",NA
10,"Program",NA
10,"following",NA
10,"the",NA
10,"ymmfire",NA
10,"wildfires",NA
10,"httpswww",NA
10,"cmccanadacaconsultarticl",NA
10,"esalltopicscmcprojectoftheyearprofilesbacktobusinesscoachingwoodbuffaloalberta",NA
10,"…",NA
10,"leadership","positive"
10,"consulting",NA
10,"pictwittercom02Rm0Tjvju",NA
11,"Very",NA
11,"proud","anticipation"
11,"proud","joy"
11,"proud","positive"
11,"proud","trust"
11,"proud","positive"
11,"proud",NA
11,"that",NA
11,"our",NA
11,"ymmfire",NA
11,"research",NA
11,"w",NA
11,"Indigenous",NA
11,"communities",NA
11,"is",NA
11,"being",NA
11,"released",NA
11,"on",NA
11,"October",NA
11,"30",NA
11,"2018",NA
11,"I",NA
11,"hope","anticipation"
11,"hope","joy"
11,"hope","positive"
11,"hope","surprise"
11,"hope","trust"
11,"hope",NA
11,"ymm",NA
11,"",NA
11,"ableg",NA
11,"",NA
11,"Cdnpoli",NA
11,"take",NA
11,"the",NA
11,"recommendations","positive"
11,"seriously","negative"
11,"",NA
11,"use",NA
11,"this",NA
11,"as",NA
11,"an",NA
11,"opportunity","anticipation"
11,"opportunity","positive"
11,"opportunity",NA
11,"opportunity","positive"
11,"to",NA
11,"build","positive"
11,"emergencypreparednessplans",NA
11,"through",NA
11,"reconciliation","anticipation"
11,"reconciliation","joy"
11,"reconciliation","positive"
11,"reconciliation","trust"
11,"reconciliation","positive"
11,"TRC",NA
11,"pictwittercomuqfQWNlwHW",NA
12,"Notleys",NA
12,"government","fear"
12,"government","negative"
12,"didnt",NA
12,"campaign",NA
12,"on",NA
12,"extinguishing",NA
12,"the",NA
12,"ymmfire",NA
12,"",NA
12,"They",NA
12,"just",NA
12,"went",NA
12,"ahead","positive"
12,"and",NA
12,"did",NA
12,"it",NA
12,"What",NA
12,"ELSE",NA
12,"will",NA
12,"they",NA
12,"do",NA
12,"ableg",NA
12,"pictwittercomwuv24oalDo",NA
13,"Glad",NA
13,"this",NA
13,"project",NA
13,"regarding",NA
13,"the",NA
13,"impacts",NA
13,"of",NA
13,"the",NA
13,"ymmfire",NA
13,"on",NA
13,"Indigenous",NA
13,"people",NA
13,"is",NA
13,"finally","anticipation"
13,"finally","disgust"
13,"finally","joy"
13,"finally","positive"
13,"finally","surprise"
13,"finally","trust"
13,"complete",NA
13,"and",NA
13,"ready","anticipation"
13,"ready","positive"
13,"to",NA
13,"launch","anticipation"
13,"launch","positive"
13,"Hope",NA
13,"that",NA
13,"youre",NA
13,"able","positive"
13,"to",NA
13,"join","positive"
13,"join",NA
13,"us",NA
13,"in",NA
13,"ymm",NA
13,"",NA
13,"If",NA
13,"not",NA
13,"stay",NA
13,"connected",NA
13,"for",NA
13,"information","positive"
13,"on",NA
13,"how",NA
13,"to",NA
13,"connect",NA
13,"to",NA
13,"the",NA
13,"Live",NA
13,"Feed",NA
13,"FN",NA
13,"Métis",NA
13,"AthabascaTC",NA
13,"McMurrayMetis",NA
13,"pictwittercomqVo8oiOZs2",NA
14,"25",NA
14,"To",NA
14,"assess",NA
14,"drying",NA
14,"threat","anger"
14,"threat","fear"
14,"threat","negative"
14,"threat","negative"
14,"threat",NA
14,"threat","negative"
14,"burn","negative"
14,"severity","negative"
14,"severity","negative"
14,"measured","positive"
14,"measured","trust"
14,"in",NA
14,"Fort",NA
14,"McMurray",NA
14,"YMMFire",NA
14,"drained","negative"
14,"drained",NA
14,"peatland",NA
14,"Over",NA
14,"50",NA
14,"prefire",NA
14,"carbon",NA
14,"stock",NA
14,"lost","negative"
14,"lost","sadness"
14,"lost","negative"
14,"lost",NA
14,"lost","negative"
14,"through",NA
14,"combustion",NA
14,"http",NA
14,"iopscienceioporgarticle10108",NA
14,"817489326aaa136meta",NA
14,"…",NA
14,"SWSTwitterSymp2018",NA
15,"Congrats",NA
15,"RMWoodBuffalo",NA
15,"",NA
15,"FRIAA",NA
15,"is",NA
15,"so",NA
15,"pleased","joy"
15,"pleased","positive"
15,"pleased","positive"
15,"pleased",NA
15,"pleased","positive"
15,"to",NA
15,"work","positive"
15,"with",NA
15,"you",NA
15,"on",NA
15,"this",NA
15,"Feature",NA
15,"article",NA
15,"in",NA
15,"our",NA
15,"September",NA
15,"newsletter",NA
15,"on",NA
15,"ymmfire",NA
15,"FireSmart",NA
15,"https",NA
15,"friaaabcawpcontentupl",NA
15,"oads201809BranchingOutSeptember2018pdf",NA
15,"…",NA
15,"FireSmartCanada",NA
15,"https",NA
15,"twittercomRMWoodBuffalo",NA
15,"status1047866369725931520",NA
15,"…",NA
16,"Please",NA
16,"Vote",NA
16,"",NA
16,"ONLY",NA
16,"24",NA
16,"HOURS",NA
16,"Competition",NA
16,"",NA
16,"httpswww",NA
16,"avivacommunityfundorgvotingproject",NA
16,"view18614",NA
16,"…",NA
16,"Charmaine",NA
16,"Hammondgroupbiz",NA
16,"worked","positive"
16,"on",NA
16,"a",NA
16,"film",NA
16,"about",NA
16,"MentalHealth",NA
16,"and",NA
16,"the",NA
16,"FortMcMurray",NA
16,"Fire",NA
16,"recovery","positive"
16,"recovery","positive"
16,"",NA
16,"rebuild",NA
16,"yyc",NA
16,"fortmcmurray",NA
16,"ymmfire",NA
16,"ymm",NA
