"tweets","words","sentiment"
1,"YMM",NA
1,"YMMARTS",NA
1,"ymmfire",NA
1,"ymm",NA
1,"strong","positive"
1,"strong",NA
1,"strong","positive"
1,"RMWB",NA
1,"WinterOlympics",NA
1,"Mentalhealth",NA
1,"TheView",NA
1,"ymmkeyano",NA
1,"pictwittercomxOdaFaPtQg",NA
2,"FortMcMurray",NA
2,"unveils",NA
2,"first",NA
2,"plans",NA
2,"for",NA
2,"wildfire","fear"
2,"wildfire","negative"
2,"wildfire","sadness"
2,"wildfire","surprise"
2,"memorial",NA
2,"",NA
2,"Edmonton",NA
2,"",NA
2,"CBC",NA
2,"News",NA
2,"http",NA
2,"htlyanPc30iyAf2",NA
2,"ymmfire",NA
2,"ABfire",NA
2,"FortMacStrong",NA
3,"Fort",NA
3,"McMurray",NA
3,"AB",NA
3,"Forest",NA
3,"Fire",NA
3,"May",NA
3,"316",NA
3,"ymmfire",NA
3,"：",NA
3,"http",NA
3,"youtubesSyt6uh4wUa",NA
3,"來自",NA
3,"YouTube",NA
3,"",NA
4,"“It",NA
4,"shouldn’t",NA
4,"be",NA
4,"shied",NA
4,"away",NA
4,"from",NA
4,"if",NA
4,"you",NA
4,"have",NA
4,"a",NA
4,"mental",NA
4,"illness","fear"
4,"illness","negative"
4,"illness","sadness"
4,"illness","negative"
4,"illness",NA
4,"talk","positive"
4,"about",NA
4,"it”",NA
4,"Darby",NA
4,"Allen",NA
4,"ymmFire",NA
4,"BellLetsTalk",NA
5,"Beyond",NA
5,"excited","anticipation"
5,"excited","joy"
5,"excited","positive"
5,"excited","surprise"
5,"excited","trust"
5,"excited","positive"
5,"excited",NA
5,"excited","positive"
5,"to",NA
5,"listen",NA
5,"to",NA
5,"Darby",NA
5,"Allen",NA
5,"speak",NA
5,"about",NA
5,"his",NA
5,"experience",NA
5,"with",NA
5,"the",NA
5,"ymmFire",NA
5,"",NA
5,"Leadership",NA
5,"ULethManagement",NA
5,"pictwittercomTLwlr2S87F",NA
6,"Oh",NA
6,"man",NA
6,"I",NA
6,"just",NA
6,"realized",NA
6,"that",NA
6,"Kate’s",NA
6,"dog",NA
6,"probably","uncertainty"
6,"died","negative"
6,"died",NA
6,"in",NA
6,"the",NA
6,"fire","fear"
6,"fire",NA
6,"Honestly",NA
6,"I’ve",NA
6,"seen",NA
6,"fires",NA
6,"on",NA
6,"tv",NA
6,"and",NA
6,"movies",NA
6,"so",NA
6,"many",NA
6,"times",NA
6,"since",NA
6,"the",NA
6,"fire","fear"
6,"fire",NA
6,"i",NA
6,"lived",NA
6,"through",NA
6,"and",NA
6,"not",NA
6,"been",NA
6,"triggered",NA
6,"but",NA
6,"that",NA
6,"I",NA
6,"don’t",NA
6,"know",NA
6,"if",NA
6,"I",NA
6,"can",NA
6,"handle",NA
6,"thisisus",NA
6,"ymm",NA
6,"ymmfire",NA
7,"New",NA
7,"CCDRfunded",NA
7,"study","positive"
7,"on",NA
7,"social",NA
7,"media",NA
7,"use",NA
7,"and",NA
7,"caring",NA
7,"after",NA
7,"the",NA
7,"Fort",NA
7,"McMurray",NA
7,"fire","fear"
7,"fire",NA
7,"ymmfire",NA
7,"by",NA
7,"DrBoulianne",NA
7,"",NA
7,"JoanneMinaker",NA
7,"",NA
7,"timhaneyphd",NA
7,"",NA
7,"Great",NA
7,"collaboration","positive"
7,"between",NA
7,"mountroyal4u",NA
7,"",NA
7,"MacEwanU",NA
7,"",NA
7,"Does",NA
7,"compassion","fear"
7,"compassion","positive"
7,"compassion","positive"
7,"go",NA
7,"viral",NA
7,"httpwww",NA
7,"tandfonlinecomdoifull1010",NA
7,"801369118X20181428651",NA
7,"…",NA
8,"FortMcMurray",NA
8,"wildfire","fear"
8,"wildfire","negative"
8,"wildfire","sadness"
8,"wildfire","surprise"
8,"rebuild",NA
8,"making",NA
8,"progress","anticipation"
8,"progress","joy"
8,"progress","positive"
8,"progress","positive"
8,"progress",NA
8,"progress","positive"
8,"mayor","positive"
8,"says",NA
8,"https",NA
8,"globalnewscanews3996751f",NA
8,"ortmcmurraywildfirerebuild",NA
8,"…",NA
8,"fmmfire",NA
8,"ymmfire",NA
8,"WoodBuffalo",NA
8,"AB",NA
