"tweets","words","sentiment"
1,"I",NA
1,"a",NA
1,"personal","trust"
1,"note",NA
1,"I",NA
1,"think",NA
1,"this",NA
1,"sucks","negative"
1,"sucks",NA
1,"Youve",NA
1,"been",NA
1,"great","positive"
1,"great",NA
1,"great","positive"
1,"for",NA
1,"ymm",NA
1,"",NA
1,"particularly",NA
1,"your",NA
1,"and",NA
1,"the",NA
1,"rest","positive"
1,"other",NA
1,"the",NA
1,"teams",NA
1,"coverage",NA
1,"of",NA
1,"ymmfire",NA
2,"Interview",NA
2,"reminds",NA
2,"me",NA
2,"of",NA
2,"MayorMelissa",NA
2,"",NA
2,"ymmfire",NA
2,"recovery","positive"
2,"recovery","positive"
2,"but",NA
2,"with",NA
2,"34",NA
2,"of",NA
2,"Albertas",NA
2,"4M",NA
2,"population","positive"
2,"localleadersmatter",NA
2,"PuertoRico",NA
3,"Thanks",NA
3,"to",NA
3,"all",NA
3,"the",NA
3,"YMM",NA
3,"ladies",NA
3,"we",NA
3,"reached",NA
3,"out",NA
3,"for",NA
3,"this",NA
3,"story",NA
3,"ymmfire",NA
3,"yeg",NA
3,"uofa",NA
3,"https",NA
3,"twittercomglobaledmonton",NA
3,"status911710028985503746",NA
3,"…",NA
4,"Standing",NA
4,"ovation","negative"
4,"ovation","sadness"
4,"ovation","positive"
4,"for",NA
4,"Superintendent",NA
4,"DougNicholls2",NA
4,"as",NA
4,"Board",NA
4,"acknowledged",NA
4,"him",NA
4,"for",NA
4,"being",NA
4,"ymmfire",NA
4,"hero","anticipation"
4,"hero","joy"
4,"hero","positive"
4,"hero","surprise"
4,"hero","trust"
4,"hero","positive"
4,"hero",NA
4,"ymm",NA
4,"RMWoodBuffalo",NA
4,"heisawesome",NA
4,"pictwittercomHwjkJcpC9r",NA
5,"Interesting",NA
5,"A",NA
5,"positive","positive"
5,"positive",NA
5,"positive","positive"
5,"outlook",NA
5,"over",NA
5,"the",NA
5,"coming","anticipation"
5,"years",NA
5,"as",NA
5,"the",NA
5,"rmwb",NA
5,"recovers",NA
5,"from",NA
5,"the",NA
5,"ymmfire",NA
5,"",NA
5,"Lets",NA
5,"hope","anticipation"
5,"hope","joy"
5,"hope","positive"
5,"hope","surprise"
5,"hope","trust"
5,"hope",NA
5,"this",NA
5,"comes",NA
5,"to",NA
5,"fruition",NA
5,"https",NA
5,"twittercomRMWoodBuffalo",NA
5,"status910168432569733127",NA
5,"…",NA
6,"From",NA
6,"Facebook",NA
6,"",NA
6,"AmazingPhoto",NA
