"tweets","words","sentiment"
1,"doniveson",NA
1,"RT",NA
1,"YEGMayorOffice",NA
1,"1yr",NA
1,"since",NA
1,"the",NA
1,"ymmfire",NA
1,"",NA
1,"Mayor",NA
1,"donivesons",NA
1,"message",NA
1,"to",NA
1,"evacuees",NA
1,"remains","disgust"
1,"remains","fear"
1,"remains","negative"
1,"remains","positive"
1,"remains","trust"
1,"true","joy"
1,"true","positive"
1,"true","trust"
1,"true",NA
1,"You",NA
1,"ca…",NA
1,"https",NA
1,"twittercomiwebstatus8",NA
1,"58444732460027904",NA
1,"…",NA
2,"1yr",NA
2,"since",NA
2,"the",NA
2,"ymmfire",NA
2,"",NA
2,"Mayor",NA
2,"doniveson",NA
2,"s",NA
2,"message",NA
2,"to",NA
2,"evacuees",NA
2,"remains","disgust"
2,"remains","fear"
2,"remains","negative"
2,"remains","positive"
2,"remains","trust"
2,"true","joy"
2,"true","positive"
2,"true","trust"
2,"true",NA
2,"You",NA
2,"can",NA
2,"always",NA
2,"count","positive"
2,"count","trust"
2,"on",NA
2,"YEG",NA
2,"",NA
2,"https",NA
2,"donivesonca20160506edm",NA
2,"ontonswelcomeofevacueesmorethanjustnumbers",NA
2,"…",NA
2,"yegcc",NA
2,"pictwittercomKhF2XtZDOA",NA
3,"As",NA
3,"we",NA
3,"approach",NA
3,"1",NA
3,"year",NA
3,"after",NA
3,"ymmfire",NA
3,"",NA
3,"lots",NA
3,"to",NA
3,"read",NA
3,"lots",NA
3,"to",NA
3,"think",NA
3,"about",NA
3,"Cant",NA
3,"let",NA
3,"it",NA
3,"happen","anticipation"
3,"again",NA
3,"keithgerein",NA
3,"pictwittercomu3xBeH0muM",NA
4,"Special",NA
4,"message",NA
4,"from",NA
4,"Jane",NA
4,"Goodall",NA
4,"for",NA
4,"WoodBuffaloRSF",NA
4,"participants",NA
4,"Gives",NA
4,"kudos","joy"
4,"kudos","positive"
4,"kudos","positive"
4,"kudos",NA
4,"to",NA
4,"all",NA
4,"despite","positive"
4,"ymmfire",NA
4,"ymm",NA
4,"pictwittercomGFrnwpdE27",NA
5,"Thanks",NA
5,"to",NA
5,"CmdrHadfield",NA
5,"for",NA
5,"the",NA
5,"special","joy"
5,"special","positive"
5,"WoodBuffaloRSF",NA
5,"message",NA
5,"Appreciating",NA
5,"ymm",NA
5,"students",NA
5,"and",NA
5,"teachers",NA
5,"succeeding","anticipation"
5,"succeeding","joy"
5,"succeeding","positive"
5,"succeeding","trust"
5,"succeeding","positive"
5,"succeeding","positive"
5,"despite","positive"
5,"YMMfire",NA
5,"ymm",NA
5,"pictwittercom5tcHm20nco",NA
6,"1",NA
6,"year",NA
6,"after",NA
6,"the",NA
6,"Fort",NA
6,"McMurray",NA
6,"wildfire","fear"
6,"wildfire","negative"
6,"wildfire","sadness"
6,"wildfire","surprise"
6,"a",NA
6,"bride","anticipation"
6,"bride","joy"
6,"bride","positive"
6,"bride","trust"
6,"who",NA
6,"fled","fear"
6,"the",NA
6,"flames",NA
6,"reflects",NA
6,"on",NA
6,"the",NA
6,"past",NA
6,"12",NA
6,"months",NA
6,"ymmfire",NA
6,"ymm",NA
6,"http",NA
6,"glbncaRDUXXn",NA
7,"These",NA
7,"Fort",NA
7,"McMurray",NA
7,"cockatiels",NA
7,"fell","negative"
7,"fell","sadness"
7,"fell","negative"
7,"in",NA
7,"love","joy"
7,"love","positive"
7,"love","positive"
7,"love",NA
7,"at",NA
7,"Sherwood",NA
7,"Park",NA
7,"bird",NA
7,"shelter","positive"
7,"shelter","trust"
7,"http",NA
7,"edmontonjournalcomnewslocalnew",NA
7,"sthesefortmcmurraycockatielsfellinloveatsherwoodparkbirdshelter",NA
7,"…",NA
7,"ymm",NA
7,"ymmfire",NA
7,"ymmstrong",NA
7,"yeg",NA
7,"pictwittercom3kP5zJwtkc",NA
8,"See",NA
8,"Fort",NA
8,"McMurray",NA
8,"in",NA
8,"photos",NA
8,"then",NA
8,"and",NA
8,"now",NA
8,"",NA
8,"Macleans",NA
8,"",NA
8,"ymm",NA
8,"ymmfire",NA
