"tweets","words","sentiment"
1,"Alberta",NA
1,"Wildfires",NA
1,"2016",NA
1,"Community",NA
1,"Organizations",NA
1,"Partnership",NA
1,"Program",NA
1,"",NA
1,"Canadian",NA
1,"Red",NA
1,"Cross",NA
1,"httpwww",NA
1,"redcrosscahowwehelpem",NA
1,"ergenciesanddisastersincanadahowwehelpcanadiansalbertafiresalbertawildfirescommunityorganizationpartnershipsprogramV8YCuSxvUUstwitter",NA
1,"…",NA
1,"ymm",NA
1,"ymmfire",NA
2,"Were",NA
2,"back",NA
2,"in",NA
2,"Fort",NA
2,"McMurray",NA
2,"tonight",NA
2,"",NA
2,"heres",NA
2,"a",NA
2,"look",NA
2,"at",NA
2,"Waterways",NA
2,"from",NA
2,"HWY63",NA
2,"Nobody",NA
2,"living",NA
2,"there",NA
2,"yet",NA
2,"ymm",NA
2,"ymmfire",NA
2,"pictwittercomAgx576Qobr",NA
3,"This",NA
3,"is",NA
3,"pretty","anticipation"
3,"pretty","joy"
3,"pretty","positive"
3,"pretty","trust"
3,"pretty","positive"
3,"pretty",NA
3,"cool","positive"
3,"cool","positive"
3,"cool",NA
3,"Corn",NA
3,"field",NA
3,"sprouts",NA
3,"tribute","positive"
3,"to",NA
3,"Fort",NA
3,"McMurray",NA
3,"wildfire","fear"
3,"wildfire","negative"
3,"wildfire","sadness"
3,"wildfire","surprise"
3,"heroes",NA
3,"httpwww",NA
3,"cbcca13734923",NA
3,"ymmfire",NA
3,"abfire",NA
4,"Q2",NA
4,"2016",NA
4,"Update",NA
4,"",NA
4,"An",NA
4,"uneasy","disgust"
4,"uneasy","fear"
4,"uneasy","negative"
4,"uneasy","negative"
4,"uneasy",NA
4,"time","anticipation"
4,"with",NA
4,"Fort",NA
4,"McMurray",NA
4,"Wildfire",NA
4,"http",NA
4,"buffly2bJElcV",NA
4,"ymmfire",NA
4,"fintlit",NA
4,"fortmacfire",NA
4,"update",NA
4,"networth",NA
5,"Here",NA
5,"are",NA
5,"this",NA
5,"weeks",NA
5,"top","anticipation"
5,"top","positive"
5,"top","trust"
5,"top","positive"
5,"top",NA
5,"10",NA
5,"needs",NA
5,"for",NA
5,"donations",NA
5,"at",NA
5,"The",NA
5,"Alberta",NA
5,"Wildfire",NA
5,"Donation",NA
5,"Centre",NA
5,"ymmfire",NA
5,"pictwittercomll4hiO15r5",NA
6,"Ash",NA
6,"and",NA
6,"Oil",NA
6,"FortMcMurray",NA
6,"residents",NA
6,"rebuild",NA
6,"after",NA
6,"wildfire","fear"
6,"wildfire","negative"
6,"wildfire","sadness"
6,"wildfire","surprise"
6,"destroys",NA
6,"destroys","negative"
6,"city",NA
6,"–",NA
6,"video",NA
6,"http",NA
6,"htlyghpB303INls",NA
6,"ymmfire",NA
6,"FortMacStrong",NA
6,"ABfire",NA
7,"Canada",NA
7,"Fort",NA
7,"McMurray",NA
7,"residents",NA
7,"dealing",NA
7,"with",NA
7,"mental",NA
7,"health",NA
7,"challenges","negative"
7,"abpoli",NA
7,"cdnpoli",NA
7,"RMWoodBuffao",NA
7,"ymmfire",NA
7,"http",NA
7,"crofsblogstypepadcomh5n1201608c",NA
7,"anadafortmcmurrayresidentsdealingwithmentalhealthchallengeshtml",NA
7,"…",NA
8,"PEI",NA
8,"mom",NA
8,"gets",NA
8,"Mothers",NA
8,"Day",NA
8,"card",NA
8,"from",NA
8,"FortMcMurray",NA
8,"after",NA
8,"wildfire","fear"
8,"wildfire","negative"
8,"wildfire","sadness"
8,"wildfire","surprise"
8,"",NA
8,"PrinceEdwardIsland",NA
8,"http",NA
8,"htlyo6IP303IN5B",NA
8,"ymmfire",NA
8,"ABfire",NA
9,"We",NA
9,"are",NA
9,"gathering",NA
9,"info",NA
9,"to",NA
9,"determine",NA
9,"the",NA
9,"impact",NA
9,"from",NA
9,"the",NA
9,"ymmfire",NA
9,"on",NA
9,"the",NA
9,"constructioncommunity",NA
9,"",NA
9,"Take",NA
9,"the",NA
9,"survey",NA
9,"here",NA
9,"httpswww",NA
9,"surveymonkeycomr6QDSZQ8",NA
10,"HSAAlberta",NA
10,"great","positive"
10,"great",NA
10,"great","positive"
10,"think",NA
10,"piece",NA
10,"on",NA
10,"the",NA
10,"ymmfire",NA
10,"https",NA
10,"twittercomMcMurrayMusing",NA
10,"sstatus767527270588133376",NA
10,"…",NA
11,"Council",NA
11,"to",NA
11,"discuss",NA
11,"tax","negative"
11,"tax","sadness"
11,"relief","positive"
11,"relief","positive"
11,"development",NA
11,"in",NA
11,"restricted","negative"
11,"restricted",NA
11,"restricted","constraining"
11,"areas",NA
11,"http",NA
11,"bitly2cajtwx",NA
11,"ymm",NA
11,"ymmfire",NA
11,"pictwittercomPdkLPnGRJP",NA
12,"Council",NA
12,"to",NA
12,"discuss",NA
12,"tax","negative"
12,"tax","sadness"
12,"relief","positive"
12,"relief","positive"
12,"development",NA
12,"in",NA
12,"restricted","negative"
12,"restricted",NA
12,"restricted","constraining"
12,"areas",NA
12,"",NA
12,"http",NA
12,"bitly2cajtwx",NA
12,"",NA
12,"ymm",NA
12,"ymmfire",NA
12,"pictwittercomHMzNuyhaPT",NA
13,"ymm",NA
13,"ymmfire",NA
13,"RMWoodBuffalo",NA
13,"MayorMelissa",NA
13,"dust","negative"
13,"dust","negative"
13,"control",NA
13,"at",NA
13,"its",NA
13,"finest","positive"
13,"This",NA
13,"is",NA
13,"BeaconHill",NA
13,"at",NA
13,"500pm",NA
13,"pictwittercomcn6KnjIohA",NA
14,"Q2",NA
14,"2016",NA
14,"Update",NA
14,"",NA
14,"An",NA
14,"uneasy","disgust"
14,"uneasy","fear"
14,"uneasy","negative"
14,"uneasy","negative"
14,"uneasy",NA
14,"time","anticipation"
14,"with",NA
14,"Fort",NA
14,"McMurray",NA
14,"Wildfire",NA
14,"http",NA
14,"buffly2bHfnbr",NA
14,"ymmfire",NA
14,"personalfinance",NA
14,"fortmacfire",NA
14,"update",NA
15,"went",NA
15,"to",NA
15,"get",NA
15,"my",NA
15,"9yr",NA
15,"old",NA
15,"daughters",NA
15,"stuff",NA
15,"left",NA
15,"in",NA
15,"her",NA
15,"locker",NA
15,"from",NA
15,"before",NA
15,"the",NA
15,"ymmfire",NA
15,"",NA
15,"she",NA
15,"had",NA
15,"5",NA
15,"pairs",NA
15,"of",NA
15,"shoes",NA
15,"FIVE",NA
15,"girls",NA
16,"Dreams",NA
16,"Take",NA
16,"Flight",NA
16,"from",NA
16,"Fort",NA
16,"McMurray",NA
16,"httpwww",NA
16,"mix1037fmcom20160829121",NA
16,"16",NA
16,"…",NA
16,"ymm",NA
16,"ymmfire",NA
16,"rmwb",NA
16,"Mix1037radio",NA
16,"pictwittercomTNEnZSDLBq",NA
17,"Pls",NA
17,"help",NA
17,"us",NA
17,"to",NA
17,"SELL",NA
17,"OUT",NA
17,"our",NA
17,"raffle","anticipation"
17,"raffle","surprise"
17,"by",NA
17,"Aug",NA
17,"31",NA
17,"Can",NA
17,"win","positive"
17,"win",NA
17,"win","positive"
17,"from",NA
17,"anywhere",NA
17,"20",NA
17,"tix",NA
17,"here",NA
17,"http",NA
17,"owlyLCfx3021bai",NA
17,"ymmfire",NA
17,"pictwittercomp9rXm1167X",NA
18,"When",NA
18,"Fort",NA
18,"McMurray",NA
18,"needs",NA
18,"us",NA
18,"WeAllRespond",NA
18,"",NA
18,"Read",NA
18,"how",NA
18,"Edmontonians",NA
18,"helped","positive"
18,"during",NA
18,"ymmfire",NA
18,"",NA
18,"http",NA
18,"weallrespondmakesomethingedmontonca",NA
18,"pictwittercomjl6z7JIH9c",NA
19,"Council",NA
19,"makes",NA
19,"an",NA
19,"exception",NA
19,"will",NA
19,"meet",NA
19,"tomorrow","anticipation"
19,"nigh",NA
19,"httpwww",NA
19,"mix1037fmcom20160829121",NA
19,"03",NA
19,"…",NA
19,"ymm",NA
19,"ymmfire",NA
19,"rmwb",NA
19,"Mix1037FMNews",NA
19,"pictwittercomtIRpWwdOIz",NA
20,"Stand",NA
20,"Up",NA
20,"for",NA
20,"Mental",NA
20,"Health",NA
20,"returns",NA
20,"September",NA
20,"30",NA
